L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BloomBuddy,"BloomBuddy All Purpose Plant Feed, 3 kg","BloomBuddy All Purpose Plant Feed is a unique combination of water-soluble nutrients like nitrogen, phosphorus, potassium mixed with slow-release organic plant inputs such as potash ash from molasses and press mud manure. This special formulation provides your plants with a well-balanced diet that enables them to quickly absorb and grow better.",3 kg,kg,3 kg,1,1,990,949,BloomBuddy ,India,['8908008530104'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40186110_2-bloombuddy-all-purpose-plant-feed.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40186110-2_2-bloombuddy-all-purpose-plant-feed.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40186110-3_2-bloombuddy-all-purpose-plant-feed.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40186110-4_2-bloombuddy-all-purpose-plant-feed.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8908008530104', 'Country of origin: India', 'Best before 02-03-2024', '",-,-,-,-,-,-,-,"Combination of organic growth-promoting inputs and water-soluble nutrient mixtures.
Promotes flower and fruit formation.
Reduces fruit drop and promotes the maturity of fruits.
Increases the shelf life of flower & fruit.
Enhances plant growth and yield when sprayed on plants during active growth periods.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BloomBuddy,"BloomBuddy Organic Growth Booster, 3 kg","BloomBuddy Organic Growth Booster is a unique combination of organic plant inputs derived from potash ash from molasses, poultry manure, press mud manure, humid - pelvic acid, biofertilizers and consortia of beneficial microbes. It is ideal plant food for organic gardening. The Organic Growth Booster restores all the essential macro and micro-nutrients in the soil to ensure your plants grow happy and healthy.",3 kg,kg,3 kg,1,1,790,759,BloomBuddy ,India,['8908008530111'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40186108_2-bloombuddy-organic-growth-booster.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8908008530111', 'Country of origin: India', 'Best before 02-03-2024', '",-,-,-,-,-,-,-,"100% organic and control union certified.
Enhances plant growth and protects from pests and diseases.
Improves flowering and maximizes fruit formation.
Provides essential micro, macro and trace nutrients.
Slowly releases nutrients for almost a month keeping the soil nourished.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BloomBuddy,"BloomBuddy Potting Mixture, 10 kg Combo","BloomBuddy Organic Potting Mixture is ready to use, organic soil-less medium for potted plants. It is a unique mixture of Cocopeat (coir pith), Vermicompost, beneficial microorganisms and selected organic nutrients.",10 kg Combo,kg,10 kg Combo,1,1,1198,949,BloomBuddy ,India,['40186116'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40186116_2-bloombuddy-potting-mixture.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40186116-2_2-bloombuddy-potting-mixture.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40186116', 'Country of origin: India', 'Best before 02-03-2024', '",-,-,-,-,-,-,-,"Ready-to-use organic soil-less medium for potted plants of all kinds.
Enables active, free and anchored sprout of seeds or growth of seedlings.
Promotes aeration of the roots, high water retention and reduces water requirement.
Limits and restricts weeds, pests and pathogens.
Lightweight facilitating easy portability of pots and Improved nutrient holding capacity.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BloomBuddy,"BloomBuddy Potting Mixture, 10 kg Combo","BloomBuddy Organic Potting Mixture is ready to use, organic soil-less medium for potted plants. It is a unique mixture of Cocopeat (coir pith), Vermicompost, beneficial microorganisms and selected organic nutrients.",10 kg Combo,kg,10 kg Combo,1,1,1198,949,BloomBuddy ,India,['40186116'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40186116_2-bloombuddy-potting-mixture.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40186116-2_2-bloombuddy-potting-mixture.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40186116', 'Country of origin: India', 'Best before 02-03-2024', '",-,-,-,-,-,-,-,"Ready-to-use organic soil-less medium for potted plants of all kinds.
Enables active, free and anchored sprout of seeds or growth of seedlings.
Promotes aeration of the roots, high water retention and reduces water requirement.
Limits and restricts weeds, pests and pathogens.
Lightweight facilitating easy portability of pots and Improved nutrient holding capacity.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Bonsai Tool Set - For Gardening, Cultivating & Weeding, 3 pcs","DP Bonsai Tool that makes pruning fun, ergonomic and durable garden tool on shrubs, grapes, plants & flowers. A garden tool you will enjoy for years to come. The embedded spring brings a comfortable bounce to your cutting action, so you can work without fatigue. The handles of this pruner have a soft grip handle cover for increased comfort and optimum performance.",3 pcs,pcs,3 pcs,3,1,399,299,"Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",India,['40246101'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246101_2-dp-bonsai-tool-set-for-gardening-cultivating-weeding.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Strong, durable, and efficient.
2. Convenient Grip.
3. Specially Designed Handle.
4. Comfortable Use.
5. Super easy to use and has no sharp edges.","Can use on shrubs, grapes, plants & flowers.","['EAN Code: 40246101', 'Manufactured & Marketed By: Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059', 'Country of Origin: India', '","Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",-,-,-,-,-,-,"1. Brand :- DP.
2. Type :- Gardening Tools.
3. Material :- Metal and Plastic.
4. Colour :- Assorted.
5. Shape :- Garden tool.
6. Design :- Garden tool.
7. Package Content :- 3 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Gardening Tool Set - Trowel, Hand 3 Pong, Khurpi & Weeder, Lightweight Grip, 4 pcs","DP Gardening Tool Trowel, Hand 3 Pong, Khurpi & Weeder Set is a tool with a pointed, scoop-shaped metal blade and a handle. It is used for breaking up earth, digging small holes, especially for planting and weeding, mixing in fertilizer or other additives, and transferring plants to pots. Hand 3 Prong Mini Cultivator is a great tool for fast aerating jobs and makes yard work simple work, particularly for those hard to reach places. It has an especially  with a flexible finger grip. Loosen up soil easily in your flower pots by using this tool. Hand Weeder is a tool that has a plastic handle and a polished sturdy durable iron head. It can be used for transplanting flowers/green plants. This is strong, durable, and efficient, having a convenient grip.",4 pcs,pcs,4 pcs,4,1,469,349,"Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",India,['40246103'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246103_2-dp-gardening-tool-set-trowel-hand-3-pong-khurpi-weeder-lightweight-grip.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made of durable quality steel and strong plastic.
2. Sturdy handle.
3. Easy to grip.
4. Lightweight, easy to lift and carry.
5. Long-lasting and anti-slip.","1. It is used for digging small holes or removing weeds.
2. It is great for breaking up soil in flower beds, vegetable patches and large plots.
3. It is used to agitate the surface of the soil around plants, to remove weeds.
4. It can be used for transplanting flowers/green plants.","['EAN Code: 40246103', 'Manufactured & Marketed By: Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059', 'Country of Origin: India', '","Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",-,-,-,-,-,-,"1. Brand :- DP.
2. Type :- Gardening Tools.
3. Material :- Metal and Wood Plastic.
4. Colour :- Assorted.
5. Shape :- Gardening Tool Set.
6. Design :- Gardening Tool Set.
7. Package Content :- 4 Pcs.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Hand 3 Prong Mini Cultivator - For Gardening, Cultivating & Weeding, 1 pc","Dp Hand 3 Prong Mini Cultivator is a great tool for fast aerating jobs and makes yard work simple work, particularly for those hard to reach places. It has an especially lightweight grip with a flexible finger grip. Loosen up soil easily in your flower pots by using this tool. The product features a sturdy handle that is easy to grip. It is made of durable quality plastic and is anti-slip. It is great for breaking up soil in flower beds, vegetable patches and large plots.",1 pc,pcs,1 pc,1,1,179,89,"Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",India,['40246091'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246091_1-dp-hand-3-prong-mini-cultivator-for-gardening-cultivating-weeding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246091-2_1-dp-hand-3-prong-mini-cultivator-for-gardening-cultivating-weeding.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made of durable quality steel and strong plastic.
2. Sturdy handle.
3. Easy to grip.
4. Lightweight, easy to lift and carry.
5. Long-lasting and anti-slip.","It is great for breaking up soil in flower beds, vegetable patches and large plots.","['EAN Code: 40246091', 'Manufactured & Marketed By: Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059', 'Country of Origin: India', '","Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",-,-,-,-,-,-,1. Brand :- DP. 2. Type :- Gardening Tools. 3. Material :- Metal and Plastic. 4. Colour :- Assorted. 5. Dimensions in MM :- 260x85x40 6. Shape :- Cultivator. 7. Design :- Cultivator. 8. Package Content :- 1 Pcs.,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Hand Digging Trowel - For Cultivating & Blending Soils, 1 pc","DP Hand Digging Trowel is a tool with a pointed, scoop-shaped metal blade and a handle. It is used for breaking up earth, digging small holes, especially for planting and weeding, mixing in fertilizer or other additives, and transferring plants to pots. This is strong, durable, and efficient, having a convenient grip.",1 pc,pcs,1 pc,1,1,169,85,"Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",India,['40246089'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246089_1-dp-hand-digging-trowel-for-cultivating-blending-soils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246089-2_1-dp-hand-digging-trowel-for-cultivating-blending-soils.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Strong, durable, and efficient.
2. Convenient Grip.
3. Specially Designed Handle.
4. Comfortable Use.
5. Super easy to use and has no sharp edges.",It is use for digging small holes or removing weeds.,"['EAN Code: 40246089', 'Manufactured & Marketed By: Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059', 'Country of Origin: India', '","Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",-,-,-,-,-,-,"1. Brand :- DP.
2. Type :- Gardening Tools.
3. Material :- Metal and Plastic.
4. Colour :- Assorted.
5. Shape :- Trowel.
6. Design :- Trowel.
7. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Hand Weeder - For Gardening, Cultivating & Weeding, 1 pc","DP Hand Weeder is a tool that has a plastic handle and a polished sturdy durable iron head. It can be used for transplanting flowers/green plants. The cutter is made of high-quality stainless steel, it is anti-corrosion, and it is not easy to deform, you can use it for a long time. It is convenient to use, and it will protect your hands.",1 pc,pcs,1 pc,1,1,169,85,"Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",India,['40246095'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246095_1-dp-hand-weeder-for-gardening-cultivating-weeding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246095-2_1-dp-hand-weeder-for-gardening-cultivating-weeding.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Lightweight, easy to use.
2. Made of high-quality stainless steel.
3. Anti-corrosion.
4. Convenient to use.
5. Convenient to carry and store.",It can be used for transplanting flowers/green plants.,"['EAN Code: 40246095', 'Manufactured & Marketed By: Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059', 'Country of Origin: India', '","Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",-,-,-,-,-,-,"1. Brand :- DP.
2. Type :- Gardening Tools.
3. Material :- Metal and Plastic.
4. Colour :- Assorted.
5.  Shape :- Weeder.
6. Design :- Weeder.
7. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Hand Weeding Fork - For Cultivating & Blending Soils, 1 pc","DP Hand Weeding Fork is a garden fork that is a tool that is used for lifting, loosening or turning over the soil while gardening or farming. It has three short yet sturdy piercing tines to penetrate the soil with ease. It has a metal body and is 25 inches long. You'll discover yourself carrying this hand little hand fork more often than not when you head out to the garden.",1 pc,pcs,1 pc,1,1,169,85,"Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",India,['40246092'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246092_1-dp-hand-weeding-fork-for-cultivating-blending-soils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246092-2_1-dp-hand-weeding-fork-for-cultivating-blending-soils.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made of durable quality steel and strong plastic.
2. Sturdy handle.
3. Easy to grip.
4. Lightweight, easy to lift and carry.
5. Long-lasting and anti-slip.","It is used for lifting, loosening or turning over the soil while gardening or farming.","['EAN Code: 40246092', 'Manufactured & Marketed By: Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059', 'Country of Origin: India', '","Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",-,-,-,-,-,-,"1. Brand :- DP.
2. Type :- Gardening Tools.
3. Material :- Metal and Plastic.
4. Colour :- Assorted.
5. Shape :- Fork.
6. Design :- Fork.
7. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Khurpi - 2 mm, For Cultivating & Blending Soils, 1 pc","DP Khurpa is a gardening tool used to agitate the surface of the soil around plants, to remove weeds. The product features a sturdy handle that is easy to grip. It is made of durable quality plastic and is anti-slip. This is strong, durable, and efficient, having a convenient grip.",1 pc,pcs,1 pc,1,1,179,89,"Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",India,['40246093'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246093_1-dp-khurpi-2-mm-for-cultivating-blending-soils.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246093-2_1-dp-khurpi-2-mm-for-cultivating-blending-soils.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made of durable quality steel and strong plastic.
2. Sturdy handle.
3. Easy to grip.
4. Lightweight, easy to lift and carry.
5. Long-lasting and anti-slip.","It is used to agitate the surface of the soil around plants, to remove weeds.","['EAN Code: 40246093', 'Manufactured & Marketed By: Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059', 'Country of Origin: India', '","Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",-,-,-,-,-,-,"1. Brand :- DP.
2. Type :- Gardening Tools.
3. Material :- Metal and Wood.
4. Colour :- Assorted.
5. Shape :- Khurpi.
6. Design :- Khurpi.
7. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Pressure Sprayer - Easy Grip, Multipurpose Use, 1.2 L","DP Pressure Sprayer is a multipurpose pressure sprayer perfect for spraying pesticides and liquid fertilizers. It is also valuable for misting and watering orchids. This hand sprayer can be used for cleaning cars, Sanitizer, irrigation plants, pet bathing, home cleaning. The high-quality nozzle can adjust the intensity of the water spray from direct injection to fine mist spray. Its easy-grip handle, efficient pump and trigger lock make continuous spraying less straining spray plants.",1.2 L,L,1.2 L,1,1,339,249,"Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",India,['40246097'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246097_1-dp-pressure-sprayer-easy-grip-multipurpose-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246097-2_1-dp-pressure-sprayer-easy-grip-multipurpose-use.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Adjustable nozzle.
2. Easy grip handle.
3. Portable & Multi-Purpose.
4. Easy to use and durable.","This hand sprayer can be used for cleaning cars, Sanitizer, irrigation plants, pet bathing, home cleaning.","['EAN Code: 40246097', 'Manufactured & Marketed By: Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059', 'Country of Origin: India', '","Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",-,-,-,-,-,-,"1. Brand :- DP.
2. Type :- Gardening Tools.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Capacity :- 1.2 l.
6. Shape :- Sprayer.
7. Design :- Sprayer.
8. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Seedling Water Sprinkler Can - High Quality Plastic, 5 L","DP Seedling Water Sprinkler Can are made of high-quality plastic. The sleek look and easy to hold design makes pouring water easy and manageable. It is very handy and efficient, with a capacity of 5 liters. The long spout makes it easy to water hard-to-reach house plants.",5 L,L,5 L,1,1,469,229,"Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",India,['40246099'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246099_1-dp-seedling-water-sprinkler-can-high-quality-plastic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246099-2_1-dp-seedling-water-sprinkler-can-high-quality-plastic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Sleek look and easy to hold.
2. Easy and manageable.
3. Made of high-quality plastic.
4. Safe and durable.
5. Easy to water hard-to-reach house plants.","1. Suitable for Indoor Gardening.
2. Fit for home garden, terrace gardening, kitchen gardening.","['EAN Code: 40246099', 'Manufactured & Marketed By: Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059', 'Country of Origin: India', '","Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",-,-,-,-,-,-,"1. Brand :- DP.
2. Type :- Gardening Tools.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Capacity :- 5 L
6. Shape :- Sprinkler.
7. Design :- Sprinkler.
8. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Trigger Head - Adjustable Nozzle, High Quality Plastic, 1 pc","DP Trigger Head is an adjustable nozzle from a straight stream down to a fine mist. It is designed with teardrop shape and plastic trigger making it convenient to operate. The extended spray trigger allows for a better grip during extended periods of use. Widely used for flower plant watering, hairdressing in the hair salons, etc.",1 pc,pcs,1 pc,1,1,79,39,"Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",India,['40246100'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40246100_1-dp-trigger-head-adjustable-nozzle-high-quality-plastic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40246100-2_1-dp-trigger-head-adjustable-nozzle-high-quality-plastic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Adjustable spray nozzle.
2. Better grip.
3. Multipurpose.
4. Made with high-quality material.","It is used for flower plant watering, hairdressing in a hair salons, etc.","['EAN Code: 40246100', 'Manufactured & Marketed By: Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059', 'Country of Origin: India', '","Decent Plastic, 84, Nawada Industrial Area, Uttam Nagar New Delhi - 110059",-,-,-,-,-,-,"1. Brand :- DP.
2. Type :- Gardening Tools.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Shape :- Trigger Head.
6. Design :- Trigger Head.
7. Package Content :- 1 Pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Daily Dump,"Daily Dump Organic - Compost, 1 kg","We make this compost ourselves, nuture it with love and make sure it is organic. Ideal of your soil as amendenment and you can add some organic growth promoters to get the best ideal for your plants. Produced through an aerobic process.",1 kg,kg,1 kg,1,1,40,40,Daily Dump,India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40024642_1-daily-dump-organic-compost.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024642-2_1-daily-dump-organic-compost.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"We make this compost ourselves, nuture it with love and make sure it is organic. Ideal of your soil as amendenment and you can add some organic growth promoters to get the best ideal for your plants. Produced through an aerobic process."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Daily Dump,"Daily Dump Remix Powder, 3 kg","Remix Powder is our magic mix and guaranteed to help you get composting right in one try. Layer 3-4 handfulls on top of wet waste everyday. No waste should be visible, this helps control fruit flies. No need for daily stirring! It absorbs extra water, provides air gaps for circulation and keeps any bad smell away. Remix powder also hastens the process of decomposition. This bag should last you about 3 - 4 weeks. You can add neem and microbes once a week if you like.",3 kg,kg,3 kg,1,1,399,279,Daily Dump,India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40019659_5-daily-dump-remix-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019659-2_1-daily-dump-remix-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019659-3_1-daily-dump-remix-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['Country of origin: India', '",-,-,-,-,Use contents within one year of purchase.,-,-,"Weight - 15 litres Cover your daily organic (kitchen) waste with 3-4 handfuls of Remix Powder. If you have more than 750 gms of waste daily, put half in, cover with 2 handfulls of Remix Powder and then put in the second half of waste in, cover this with another 2 handfulls of Remix Powder. This avoids any bad odour. Remix Powder encourages the formation of a fungus in wet waste, this is an indicator that decomposition is in progress optimally. No waste should be visible. No need to stir daily. See individual composter movies to see how to use in each product.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Dibha,"Dibha Salted Flax Seeds - Breakfast Add On, High On Nutritional Fibre, 200 g Pouch","The Dibha - Honest Snacking Salted Flax Seeds are perfect breakfast add-ons. Have a teaspoon of it every morning and start your day healthy. Dibha - Honest Snacking Salted Flax Seeds is a superfood. It is advised to have a teaspoon of Flax seeds every morning along with your breakfast. It helps to control your appetite. The nutritional fiber content is high, make sure to keep yourself hydrated. Explore the wide range of Dibha - Honest Snacking Salted Flax Seeds with Big Basket.",200 g Pouch,g,200 g Pouch,1,1,325,325,"Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)",India,['8906154240281'],['11520015000185'],https://datalabs.siva3.io/image/Eunimart_groceries_40252827_1-dibha-salted-flax-seeds-breakfast-add-on-high-on-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252827-2_1-dibha-salted-flax-seeds-breakfast-add-on-high-on-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252827-3_1-dibha-salted-flax-seeds-breakfast-add-on-high-on-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252827-4_1-dibha-salted-flax-seeds-breakfast-add-on-high-on-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252827-5_1-dibha-salted-flax-seeds-breakfast-add-on-high-on-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252827-6_1-dibha-salted-flax-seeds-breakfast-add-on-high-on-nutritional-fibre.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dibha - Honest Snacking Salted Flax Seeds, a perfect snack to have with your morning breakfast.","['EAN Code: 8906154240281', 'FSSAI No: 11520015000185', 'Manufactured & Marketed by: Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)', 'Country of origin: India', 'Best before 02-06-2023', '","Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)",-,-,-,-,Flax Seeds & Salt,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Dibha,"Dibha Salted Flax Seeds - High In Nutritional Fibre, 100 g Tin","The Dibha - Honest Snacking Salted Flax Seeds are perfect breakfast add-ons. Have a teaspoon of it every morning and start your day healthy. Dibha - Honest Snacking Salted Flax Seeds is a superfood. It is advised to have a teaspoon of Flax seeds every morning along with your breakfast. It helps to control your appetite. The nutritional fiber content is high, make sure to keep yourself hydrated. Explore the wide range of Dibha - Honest Snacking Salted Flax Seeds with Big Basket.",100 g Tin,g,100 g Tin,1,1,175,175,"Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)",India,['8906154240274'],['11520015000185'],https://datalabs.siva3.io/image/Eunimart_groceries_40252826_1-dibha-salted-flax-seeds-high-in-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252826-2_1-dibha-salted-flax-seeds-high-in-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252826-3_1-dibha-salted-flax-seeds-high-in-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252826-4_1-dibha-salted-flax-seeds-high-in-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252826-5_1-dibha-salted-flax-seeds-high-in-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252826-6_1-dibha-salted-flax-seeds-high-in-nutritional-fibre.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40252826-7_1-dibha-salted-flax-seeds-high-in-nutritional-fibre.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dibha - Honest Snacking Salted Flax Seeds, a perfect snack to have with your morning breakfast.","['EAN Code: 8906154240274', 'FSSAI No: 11520015000185', 'Manufactured & Marketed by: Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)', 'Country of origin: India', 'Best before 02-06-2023', '","Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)",-,-,-,-,Flax Seeds & Salt,-,-,-
