L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,About
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Anjali,"Anjali Fiesta Pro Sauce Pan FPSP14 - Size 14, Durable, 1 L","Anjali Fiesta Pro Stainless Steel Sauce Pan is made of high-quality stainless steel. It ensures even and consistent heating. It is an ideal cookware for any kitchen. It is easy to clean, and wash and is long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It has a comfortable handle for easy handling and use. It is compatible with both gas stoves as well as induction. It is used to boil water, make sauces and soups, or for braising foods. It is suitable for both gas stoves and induction tops. This saucepan is non-toxic and non-staining.",1 L,L,1 L,1,1,645,489,"Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",India,['40290353'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40290353_1-anjali-fiesta-pro-sauce-pan-fpsp14-size-14-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made with two layers of heavy-duty stainless steel.
2. This is highly durable and long-lasting.
3. It ensures even heat distribution and fast cooking.
4. It has a comfortable handle making it easy to carry.
5. It is easy to clean, and wash and is long-lasting.","Ideal for Tea, Coffee, Making hot milk, curries, gravies and cooking vegetables.","[{'EAN Code': '40290353'}, {'Manufactured & Marketed By': 'Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208'}, {'Country of origin': 'India'}]","Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",-,-,-,-,"1. Brand :- Anjali.
2. Type :- FPSP14 Fiesta Pro Sauce Pan Size-14.
3. Material :- Stainless Steel.
4. Dimensions :- 666.75X590.55X374.65 mm
5. Capacity :- 1000 ml.
6. Material Grade :- 18 Guage.
7. Non-Stick :- No.
8. Induction Friendly :-Yes.
9. Handle Material :- Brackelite.
10. Handle Included :- Yes.
11. Lid Included :- No.
12. Lid Material :- NA.
13. Package Content :- 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Anjali,"Anjali Fiesta Pro Sauce Pan FPSP16 - Size 16, Durable, 1.45 l","Anjali Fiesta Pro Stainless Steel Sauce Pan is made of high-quality stainless steel. It ensures even and consistent heating. It is an ideal cookware for any kitchen. It is easy to clean, and wash and is long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It has a comfortable handle for easy handling and use. It is compatible with both gas stoves as well as induction. It is used to boil water, make sauces and soups, or for braising foods. It is suitable for both gas stoves and induction tops. This saucepan is non-toxic and non-staining.",1.45 l,l,1.45 l,1,1,745,569,"Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",India,['40290354'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40290354_1-anjali-fiesta-pro-sauce-pan-fpsp16-size-16-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made with two layers of heavy-duty stainless steel.
2. This is highly durable and long-lasting.
3. It ensures even heat distribution and fast cooking.
4. It has a comfortable handle making it easy to carry.
5. It is easy to clean, and wash and is long-lasting.","Ideal for Tea, Coffee, Making hot milk, curries, gravies and cooking vegetables.","[{'EAN Code': '40290354'}, {'Manufactured & Marketed By': 'Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208'}, {'Country of origin': 'India'}]","Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",-,-,-,-,"1. Brand :- Anjali.
2. Type :- FPSP16 Fiesta Pro Sauce Pan Size-16.
3. Material :- Stainless Steel.
4. Dimensions :- 666.75X590.55X374.65 mm
5. Capacity :- 1450 ml.
6. Material Grade :- 18 Guage.
7. Non-Stick :- No.
8. Induction Friendly :-Yes.
9. Handle Material :- Brackelite.
10. Handle Included :- Yes.
11. Lid Included :- No.
12. Lid Material :- NA.
13. Package Content :- 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Anjali,"Anjali Fiesta Pro Sauce Pan FPSP18 - Size 18, Durable, 2.05 l","Anjali Fiesta Pro Stainless Steel Sauce Pan is made of high-quality stainless steel. It ensures even and consistent heating. It is an ideal cookware for any kitchen. It is easy to clean, and wash and is long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It has a comfortable handle for easy handling and use. It is compatible with both gas stoves as well as induction. It is used to boil water, make sauces and soups, or for braising foods. It is suitable for both gas stoves and induction tops. This saucepan is non-toxic and non-staining.",2.05 l,l,2.05 l,1,1,845,639,"Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",India,['40290355'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40290355_1-anjali-fiesta-pro-sauce-pan-fpsp18-size-18-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made with two layers of heavy-duty stainless steel.
2. This is highly durable and long-lasting.
3. It ensures even heat distribution and fast cooking.
4. It has a comfortable handle making it easy to carry.
5. It is easy to clean, and wash and is long-lasting.","Ideal for Tea, Coffee, Making hot milk, curries, gravies and cooking vegetables.","[{'EAN Code': '40290355'}, {'Manufactured & Marketed By': 'Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208'}, {'Country of origin': 'India'}]","Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",-,-,-,-,"1. Brand :- Anjali.
2. Type :- FPSP18 Fiesta Pro Sauce Pan Size-18.
3. Material :- Stainless Steel.
4. Dimensions :- 666.75X590.55X374.65 mm
5. Capacity :- 2050 ml.
6. Material Grade :- 18 Guage.
7. Non-Stick :- No.
8. Induction Friendly :-Yes.
9. Handle Material :- Brackelite.
10. Handle Included :- Yes.
11. Lid Included :- No.
12. Lid Material :- NA.
13. Package Content :- 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Anjali,"Anjali Fiesta Pro Sauce Pan With Lid FPSPL14 - Size 14, Durable, 950 ml","Anjali Fiesta Pro Stainless Steel Sauce Pan is made of high-quality stainless steel. It ensures even and consistent heating. It is an ideal cookware for any kitchen. It is easy to clean, and wash and is long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It has a comfortable handle for easy handling and use. It is compatible with both gas stoves as well as induction. It is used to boil water, make sauces and soups, or for braising foods. It is suitable for both gas stoves and induction tops. This saucepan is non-toxic and non-staining.",950 ml,ml,950 ml,1,1,815,619,"Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",India,['40290356'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40290356_1-anjali-fiesta-pro-sauce-pan-with-lid-fpspl14-size-14-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made with two layers of heavy-duty stainless steel.
2. This is highly durable and long-lasting.
3. It ensures even heat distribution and fast cooking.
4. It has a comfortable handle making it easy to carry.
5. It is easy to clean, and wash and is long-lasting.","Ideal for Tea, Coffee, Making hot milk, curries, gravies and cooking vegetables.","[{'EAN Code': '40290356'}, {'Manufactured & Marketed By': 'Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208'}, {'Country of origin': 'India'}]","Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",-,-,-,-,"1. Brand :- Anjali.
2. Type :- FPSPL14 Fiesta Pro Sauce Pan Size-14 With Lid.
3. Material :- Stainless Steel.
4. Dimensions :- 666.75X590.55X374.65 mm
5. Capacity :- 950 ml.
6. Material Grade :- 18 Guage.
7. Non-Stick :- No.
8. Induction Friendly :-Yes.
9. Handle Material :- Brackelite.
10. Handle Included :- Yes.
11. Lid Included :- Yes.
12. Lid Material :- Stainless Steel.
13. Package Content :- 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Anjali,"Anjali Fiesta Pro Sauce Pan With Lid FPSPL16 - Size 16, Durable, 1.4 l","Anjali Fiesta Pro Stainless Steel Sauce Pan is made of high-quality stainless steel. It ensures even and consistent heating. It is an ideal cookware for any kitchen. It is easy to clean, and wash and is long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It has a comfortable handle for easy handling and use. It is compatible with both gas stoves as well as induction. It is used to boil water, make sauces and soups, or for braising foods. It is suitable for both gas stoves and induction tops. This saucepan is non-toxic and non-staining.",1.4 l,l,1.4 l,1,1,915,689,"Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",India,['40290357'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40290357_1-anjali-fiesta-pro-sauce-pan-with-lid-fpspl16-size-16-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made with two layers of heavy-duty stainless steel.
2. This is highly durable and long-lasting.
3. It ensures even heat distribution and fast cooking.
4. It has a comfortable handle making it easy to carry.
5. It is easy to clean, and wash and is long-lasting.","Ideal for Tea, Coffee, Making hot milk, curries, gravies and cooking vegetables.","[{'EAN Code': '40290357'}, {'Manufactured & Marketed By': 'Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208'}, {'Country of origin': 'India'}]","Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",-,-,-,-,"1. Brand :- Anjali.
2. Type :- FPSPL16 Fiesta Pro Sauce Pan Size-16 With Lid.
3. Material :- Stainless Steel.
4. Dimensions :- 666.75X590.55X374.65 mm
5. Capacity :- 1400 ml.
6. Material Grade :- 18 Guage.
7. Non-Stick :- No.
8. Induction Friendly :-Yes.
9. Handle Material :- Brackelite.
10. Handle Included :- Yes.
11. Lid Included :- Yes.
12. Lid Material :- Stainless Steel.
13. Package Content :- 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Anjali,"Anjali Fiesta Pro Stainless Steel Kadai - 22 cm, With Lid, Handle, 2.2 l","Anjali Fiesta Pro Kadhai is made with high-quality stainless steel. This kadai ensures even and consistent heating. It makes ideal cookware for any kitchen. It is easy to clean and wash. This kadhai is highly durable and long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It has a handle that stays cool while cooking. Kadhai is ideal for samosas, vegetables, making sweets and much more deep-frying foods. It is compatible with both gas stoves as well as induction.",2.2 l,l,2.2 l,1,1,1195,909,"Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",India,['8904126512404'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40290350_1-anjali-fiesta-pro-kadai-with-lid-fpkd22-size-22-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made with two layers of heavy-duty stainless steel.
2. This is highly durable and long-lasting.
3. It ensures even heat distribution and fast cooking.
4. It has a comfortable handle making it easy to carry.
5. It is easy to clean, and wash and is long-lasting.","1. Kadhai is ideal for samosas, vegetables, making sweets and much more deep-frying foods.
2. You can cook delicious curries, gravies and vegetables.","[{'EAN Code': '8904126512404'}, {'Manufactured & Marketed By': 'Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208'}, {'Country of origin': 'India'}]","Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",-,-,-,-,"1. Brand :- Anjali.
2. Type :- FPKD22 Fiesta Pro Kadai Size-22.
3. Material :- Stainless Steel.
5. Dimensions :- 742.95X565.15X603.25 mm
6. Capacity :- 2200 ml.
7. Material Grade :- 18 Guage.
8. Non-Stick :- No.
9. Induction Friendly :-Yes.
10. Handle Material :- Bakelite.
11. Handle Included :- Yes.
12. Lid Included :- Yes.
13. Lid Material :- Stainless Steel.
14. Package Content :- 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Anjali,"Anjali Fiesta Pro Stainless Steel Kadhai - 24 cm, With Lid, Handle, 2.4 l","Anjali Fiesta Pro Kadhai is made with high-quality stainless steel. This kadai ensures even and consistent heating. It makes ideal cookware for any kitchen. It is easy to clean and wash. This kadhai is highly durable and long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It has a handle that stays cool while cooking. Kadhai is ideal for samosas, vegetables, making sweets and much more deep-frying foods. It is compatible with both gas stoves as well as induction.",2.4 l,l,2.4 l,1,1,1395,1059,"Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",India,['8904126512411'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40290351_1-anjali-fiesta-pro-kadai-with-lid-fpkd24-size-24-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made with two layers of heavy-duty stainless steel.
2. This is highly durable and long lasting.
3. It ensures even heat distribution and fast cooking.
4. It has a comfortable handle making it easy to carry.
5. It is easy to clean, and wash and is long-lasting.","1. Kadhai is ideal for samosas, vegetables, making sweets and much more deep-frying foods.
2. You can cook delicious curries, gravies and vegetables.","[{'EAN Code': '8904126512411'}, {'Manufactured & Marketed By': 'Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208'}, {'Country of origin': 'India'}]","Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",-,-,-,-,"1. Brand :- Anjali.
2. Type :- FPKD24 Fiesta Pro Kadai Size-24.
3. Material :- Stainless Steel.
5. Dimensions :- 742.95X565.15X603.25 mm
6. Capacity :- 2400 ml.
7. Material Grade :- 18 Guage.
8. Non-Stick :- No.
9. Induction Friendly :-Yes.
10. Handle Material :- Bakelite.
11. Handle Included :- Yes.
12. Lid Included :- Yes.
13. Lid Material :- Stainless Steel.
14. Package Content :- 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Anjali,"Anjali Fiesta Pro Stainless Steel Kadhai - 26 cm, With Lid, Handle, 2.6 l","Anjali Fiesta Pro Kadhai is made with high-quality stainless steel. This kadai ensures even and consistent heating. It makes ideal cookware for any kitchen. It is easy to clean and wash. This kadhai is highly durable and long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It has a handle that stays cool while cooking. Kadhai is ideal for samosas, vegetables, making sweets and much more deep-frying foods. It is compatible with both gas stoves as well as induction.",2.6 l,l,2.6 l,1,1,1595,1209,"Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",India,['8904126512428'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40290352_1-anjali-fiesta-pro-kadai-with-lid-fpkd26-size-26-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made with two layers of heavy-duty stainless steel.
2. This is highly durable and long-lasting.
3. It ensures even heat distribution and fast cooking.
4. It has a comfortable handle making it easy to carry.
5. It is easy to clean, and wash and is long-lasting.","1. Kadhai is ideal for samosas, vegetables, making sweets and much more deep-frying foods.
2. You can cook delicious curries, gravies and vegetables.","[{'EAN Code': '8904126512428'}, {'Manufactured & Marketed By': 'Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208'}, {'Country of origin': 'India'}]","Anjali kitchenware pvt ltd,GALA NO 1,2,3 1ST FLR,4/5, SHREE SIDDHIVINAYAK INDL ESTATE,BEHIND COMPUTER KATA, GOLANI NAKA, WALIV, VASAI EAST,DIS. PALGHAR , PIN 401208",-,-,-,-,"1. Brand :- Anjali.
2. Type :- FPKD26 Fiesta Pro Kadai Size-26.
3. Material:- Stainless Steel.
5. Dimensions :- 742.95X565.15X603.25 mm
6. Capacity:- 2600 ml.
7. Material Grade :- 18 Guage.
8. Non-Stick :- No.
9. Induction Friendly :-Yes.
10. Handle Material :- Bakelite.
11. Handle Included :- Yes.
12. Lid Included :- Yes.
13. Lid Material :- Stainless Steel.
14. Package Content :- 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,BB Home,"BB Home Serving Handi Set With Lids & 2 Serving Spoons - Stainless Steel, Durable, 4 pcs","BB Home Stainless Steel Serving bowls are all-purpose serving handi with lids. Give your dining table a classic and sophisticated look. Aesthetic design with mirror polish steel finishing. Made from 202 non-magnetic stainless steel, these bowls would be your best partner while serving meals. Boost your kitchen decor and also ensure a healthy way of life by bringing home magnificent stainless steel storage. 
Made of premium, food-grade quality stainless steel. You can keep things like dal, vegetables, rice, curries etc. in it, because of its magnificent looks, it glorifies the table and also will impress your guests. Since this serving bowl set is economic, it could be a great add-on to any kitchen or a gift option for family and friends. These are mainly used for serving and not for cooking.",4 pcs,pcs,4 pcs,4,1,1095,699,BB,India,['8904250713559'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40178151_16-bb-home-stainless-stainless-steel-serving-handi-set-with-lids-2-serving-spoons.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40178151-2_9-bb-home-stainless-stainless-steel-serving-handi-set-with-lids-2-serving-spoons.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40178151-3_9-bb-home-stainless-stainless-steel-serving-handi-set-with-lids-2-serving-spoons.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40178151-4_6-bb-home-stainless-stainless-steel-serving-handi-set-with-lids-2-serving-spoons.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"These handis with lids are perfect to prepare delicious dishes like sambhar, rasam, vegetable curries, gravy etc.
You can even use it to boil milk.
They work well to store food and milk in the refrigerator as well.","[{'EAN Code': '8904250713559'}, {'Country of origin': 'India'}]",-,-,-,-,"Use a soft sponge to wash them with gentle dish soap and warm water.
Never use a silver cleaner/polish with stainless steel. Silver polishes will damage the metal and are not suitable for stainless steel.
Stainless steel can be scrubbed with a soft sponge to preserve long-lasting shine and over a period of time will have natural steel shade.","Brand: BB Home 
Type: Serving Combo Set 
Material: Stainless Steel 
Material Grade: 202 
Steel Gauge: 24 G 
Colour: Silver 
Lid Included: Yes 
Capacity: 1500 ml each
Dimensions: Sauce Pot 2 Pcs, Dia “ 16 cm & Height “ 7 cm, Sauce Pot Cover “ 2 Pcs, Dia “ 16 cm & Height “ 7 cm
Serving Lids “ 2 Pcs, Length “ 22 cm 
Package Content: 2 Pc serving bowls with lids & 2 serving spoons in coloured box packaging",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,BB Home,"BB Home Stainless Steel Copper Bottom Cook & Serve Handi-Parpu Chetty Set - Durable, 5 pcs","BB home copper bottom handi-chetty is made of premium quality stainless steel & it is perfect for cooking and serve. Deep vessel height is an advantage to cooking all type of food. This handi comes with a copper-plated base that helps distribute heat evenly and quickly throughout the surface. This handi has enough space for cooking and storing milk, tea, vegetable curries, curd etc. Very easy to maintain and clean. Its compact size makes it easy to store it in the kitchen cupboards/fridge.
They can be used not only to cook food but at the same time due to their high storage space and attractive looks, you can use them as cookware as well as serveware on your tabletop.",5 pcs,pcs,5 pcs,5,1,999,599,,India,['8904256716566'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40178153_17-bb-home-stainless-stainless-steel-copper-bottom-cook-serve-handi-parpu-chetty-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40178153-2_10-bb-home-stainless-stainless-steel-copper-bottom-cook-serve-handi-parpu-chetty-set.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40178153-3_7-bb-home-stainless-stainless-steel-copper-bottom-cook-serve-handi-parpu-chetty-set.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made of premium quality stainless steel.
2. Perfect for cooking and serving.
3. Deep vessel height perfect for all food.
4. Copper-plated base that helps distribute heat evenly.",-,"[{'EAN Code': '8904256716566'}, {'Country of origin': 'India'}]",-,-,-,-,-,"Brand : BB Home
Type: Cook n Serve
Body Material: Stainless Steel
Material : Stainless Steel & Copper Base
Color : Silver & Copper
Capacity: 1. 550 ml, 1 Pc 2. 800 ml, 1 Pc 3. 1100 ml, 1 Pc 4. 1500 ml, 1 Pc 5. 2000 ml, 1 Pc
Available Color : Silver & Copper
Package Contents: 5 Pcs Copper Bottom Handi Set",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,BB Home,"BB Home Stainless Steel Milk/Tea Sauce Pan - No.10, Deluxe, Durable, Heat Resistant, 1 L (1 pc)","Deluxe Saucepan is made from sturdy, stainless steel with a handle that provides good heat-resistant. It can also be used for making sauces and other beverages as well. The flat bottom makes it easier to place it on any surface.",1 L (1 pc),L,1 L (1 pc),1,1,539,299,"Neelam Appliances Ltd., Neelam House,Fafadia Industrial Estate, Waliv, Vasai, Dist. Palghar.Maharashtra-401208",India,['40183431'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40183431_11-bb-home-stainless-steel-milksaucetea-pan-no-10-deluxe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183431-2_7-bb-home-stainless-steel-milksaucetea-pan-no-10-deluxe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183431-3_5-bb-home-stainless-steel-milksaucetea-pan-no-10-deluxe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183431-4_5-bb-home-stainless-steel-milksaucetea-pan-no-10-deluxe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183431-5_5-bb-home-stainless-steel-milksaucetea-pan-no-10-deluxe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183431-6_5-bb-home-stainless-steel-milksaucetea-pan-no-10-deluxe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183431-7_1-bb-home-stainless-steel-milksaucetea-pan-no-10-deluxe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40183431'}, {'Manufacturer Name and ': 'Neelam Appliances Ltd., Neelam House,Fafadia Industrial Estate, Waliv, Vasai, Dist. Palghar.Maharashtra-401208'}, {'Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd., 2nd & 8th Floor, Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Bengaluru-560071'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd., 2nd & 8th Floor, Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Bengaluru-560071",-,-,-,"Before first use, wash in hot water, rinse, and towel dry.
After use, wash the piece with warm water, mild soap and a soft sponge.
For any food residues, soak in warm water and soap for a few minutes, then wash and rinse as usual.
Some dishwashing detergents may contain highly corrosive chemicals and damage the utensil. Do not use steel wool, scrub pad, oven cleaners and bleach to keep your cookware looking shiny.
After washing, dry immediately each piece with a dry cloth or paper towel to prevent rust and limescale formation.","Brand: BB Home
Type: Milk Pan
Body Material: Stainless Steel
Steel Gauge: 22
Colour: Silver
Capacity: 1000 ml
Dimensions: L-16 cm x H-6.2 cm
Dishwasher Safe: Yes
Package Content: 1 Pc Milk Pan in box packaging",-
