L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Masala - Fish Fry, 50 g Pouch",Add required quantity of water with fish fry masala to make paste. Apply the paste on fish slices and keep it aside for 20mins. Deep fry the fish pieces in cooking oil. Serve hot.,50 g Pouch,g,50 g Pouch,1,1,34,27.2,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['100286165'],-,https://datalabs.siva3.io/image/Eunimart_groceries_286165_2-aachi-masala-fish-fry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286165-2_2-aachi-masala-fish-fry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286165-3_2-aachi-masala-fish-fry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286165-4_2-aachi-masala-fish-fry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286165-5_2-aachi-masala-fish-fry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add required quantity of water with fish fry masala to make paste. Apply the paste on fish slices and keep it aside for 20mins. Deep fry the fish pieces in cooking oil. Serve hot.,"['EAN Code: 100286165', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,"Chilli, Salt, cumin, Ginger, Garlic, Aniseed, Cloves, Gram dhal, Pepper, Cinnamon.",-,-,Fish Fry is one of the main items to highlight the cooking preparations of the Non Vegetarians. You get to find out the real taste of Spicy Fish Fry after frying it marinating with Aachi Fish Fry Masala.
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Masala - Garam, 50 g Pouch","Aachi Masala - Garam, 50 g Pouch",50 g Pouch,g,50 g Pouch,1,1,39,31.2,Aachi,India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_285644_1-aachi-masala-garam.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Masala - Kitchen, 50 g","Kitchen King Masala is a perfect multi-utility blend to add taste and colour to of your gravy dishes in a very tasty. The masala Works magic even when used in Paneer Butter Masala Egg-Curry, Veg. Kofta and manyMore",50 g,g,50 g,1,1,39,31.2,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['40041032'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40041032_3-aachi-masala-kitchen.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40041032', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,-,-,-,"Kitchen King Masala is a perfect multi-utility blend to add taste and colour to of your gravy dishes in a very tasty. The masala Works magic even when used in Paneer Butter Masala Egg-Curry, Veg. Kofta and manyMore"
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Masala - Kulambu Chilly, 200 g Pouch","Aachi Masala - Kulambu Chilly, 200 g Pouch",200 g Pouch,g,200 g Pouch,1,1,110,88,Aachi,India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_285648_2-aachi-masala-kulambu-chilly.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Masala - Pav Bhaji, 50 g","Pav Bhaji provides a delicious and healthy food with the freshest ingredients, perfumed spices and a mother¨ÇÑÇs magical stroke. It can be had as a meal, lunch and dinner or can be had as snack.",50 g,g,50 g,1,1,39,31.2,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['40041023'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40041023_3-aachi-masala-pav-bhaji.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40041023', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,-,-,-,"Pav Bhaji provides a delicious and healthy food with the freshest ingredients, perfumed spices and a mother¨ÇÑÇs magical stroke. It can be had as a meal, lunch and dinner or can be had as snack."
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Masala - Pepper Chicken, 50 g Pouch",Aachi Pepper Chicken Masala is a peppery south Indian chicken preparation spiced with a lot of black pepper.,50 g Pouch,g,50 g Pouch,1,1,42,33.6,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['100286169'],-,https://datalabs.siva3.io/image/Eunimart_groceries_286169_3-aachi-masala-pepper-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286169-2_4-aachi-masala-pepper-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286169-3_4-aachi-masala-pepper-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286169-4_4-aachi-masala-pepper-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286169-5_4-aachi-masala-pepper-chicken.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pepper chicken masala is used to make tasty spiced pepper chicken. Take 50g of Aachi Pepper Chicken Masala for 750g of chicken pieces. Add fried chopped onion and tomato to this. Add required amount of water and pressure cook for 5 whistles. Serve hot.,"['EAN Code: 100286169', 'Country of origin: India', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', '",-,-,-,-,-,"Pepper, Coriander, Cumin, Chilli, Dry Ginger, Garlic, Cassia, Cardamom, Cloves, Turmeric, Fennel, Salt.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Masala - Rajma, 50 g",Rajma masala prepared from the superiority of ingredients. Rajma is a trendy North Indian vegetarian dish consisting of red kidney beans in thick gravy with lots of Indian full spices and generally served with rice and roti.,50 g,g,50 g,1,1,35,28,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['8904209300867'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40041021_3-aachi-masala-rajma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40041021-2_4-aachi-masala-rajma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40041021-3_4-aachi-masala-rajma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40041021-4_4-aachi-masala-rajma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40041021-5_4-aachi-masala-rajma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40041021-6_4-aachi-masala-rajma.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40041021-7_4-aachi-masala-rajma.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904209300867', 'Manufactured & Marketed By:AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'FSSAI Number :', 'Best before __PSL__ days from the date of delivery', '","AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Masala - Rasam, 100 g Pouch","Aachi Rasam is one more South Indian dish, like with white rice. It is very close to soup and in lots of places served as a starter.",100 g Pouch,g,100 g Pouch,1,1,76,60.8,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['8900621122542'],-,https://datalabs.siva3.io/image/Eunimart_groceries_285652_2-aachi-masala-rasam.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8900621122542', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,"Coriander, Toor dhal, Cumin, Horse gram, Chilly, Pepper, Fenugreek, Asafoetida, Garlic, Turmeric, Curry leaves, Edible oil, salt.",-,-,"Aachi Rasam is one more South Indian dish, like with white rice. It is very close to soup and in lots of places served as a starter."
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Masala - Thandoori Chicken, 50 g","Tandoori Chicken Masala is one such masala to improve the taste of delicious tandoori chicken at house. For chicken curry, this offers the right balance between the spice-elements and other ingredients in the dish",50 g,g,50 g,1,1,41,32.8,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['40041028'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40041028_3-aachi-masala-thandoori-chicken.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40041028', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,-,-,-,"Tandoori Chicken Masala is one such masala to improve the taste of delicious tandoori chicken at house. For chicken curry, this offers the right balance between the spice-elements and other ingredients in the dish"
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Masala - Vatha Kulambu, 50 g Pouch",Vathal Kulambu is a South Indian forte soup prepared with Vathals.,50 g Pouch,g,50 g Pouch,1,1,31,24.8,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['100286102'],-,https://datalabs.siva3.io/image/Eunimart_groceries_286102_1-aachi-masala-vatha-kulambu.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Heat 2 Table spoon of gingerly oil, add desired vathal / vegetables, fry well add this Aachi Vathal Kulambu Masala 50g and 2 cups(500ml) of water, boil until thick.","['EAN Code: 100286102', 'Country of origin: India', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', '",-,-,-,-,-,"Red Chillies, Dhania, Fenugreek, Tamarind, Salt, Sugar, Asafoetida, Mustard, Rice flour, Toor Dhal, Curry Leaves.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Powder - Chilly, 200 g Pouch",It can be used as a rub or mixed with oil for marinades on Paneer or sliced vegetables.,200 g Pouch,g,200 g Pouch,1,1,158,126.4,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['8906021120586'],-,https://datalabs.siva3.io/image/Eunimart_groceries_285629_3-aachi-powder-chilly.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It can be used as a rub or mixed with oil for marinades on Paneer or sliced vegetables.,"['EAN Code: 8906021120586', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,Red Chilli.,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Powder - Coriander, 100 g Pouch","Aachi Coriander Powder sprinkle a little on your favourite dish, its natural green colour makes the dish look even more delicious. This powdered coriander is good for digestion, it also increases appetite. It is store it in an airtight container to preserve its aroma that helps to increase the shelf life and keep the aroma for long time.",100 g Pouch,g,100 g Pouch,1,1,29,23.2,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['100285643'],-,https://datalabs.siva3.io/image/Eunimart_groceries_285643_2-aachi-powder-coriander.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 100285643', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,"Coriander, Red Chilies, Cumin, Fenugreek, Asafoetida, Turmeric, Curry leaves.",-,-,"Aachi Coriander Powder sprinkle a little on your favourite dish, its natural green colour makes the dish look even more delicious. This powdered coriander is good for digestion, it also increases appetite. It is store it in an airtight container to preserve its aroma that helps to increase the shelf life and keep the aroma for long time."
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Powder - Pepper, 50 g Pouch",Black pepper is a spice that has the possible to make food extra beneficial when used in different recipes and as a table spice.,50 g Pouch,g,50 g Pouch,1,1,65,52,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['8906021122450'],-,https://datalabs.siva3.io/image/Eunimart_groceries_285650_3-aachi-powder-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_285650-2_4-aachi-powder-pepper.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_285650-3_4-aachi-powder-pepper.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add a teaspoon of pepper powder to your food once a day.,"['EAN Code: 8906021122450', 'Country of origin: India', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', '",-,-,-,-,-,Pepper.,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Powder - Pure Chilli, 500 g Pouch","Aachi Kulambu Chilly Masala is made from fresh and natural ingredients in accurate compositions.
This masala is acclaimed for its high aroma, brilliant ability and freshness to add an extra flavour to your food which is recognized for its mouthwatering taste process to make sure for accurate quality, composition and purity.",500 g Pouch,g,500 g Pouch,1,1,345,241.5,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['40113058'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40113058_2-aachi-powder-pure-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113058-2_5-aachi-powder-pure-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113058-3_4-aachi-powder-pure-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113058-4_4-aachi-powder-pure-chilli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40113058', 'Manufactured & Marketed By:AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'FSSAI Number :', 'Best before __PSL__ days from the date of delivery', '","AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",-,-,-,-,"Chilly, Salt, Coriander, Pepper, Fenugreek, Cumin seeds, Fennel, Toor dhal, Turmeric, Mustard, Curry leaves.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Powder - Sambar, 100 g Pouch","Sambar Powder is a necessary ingredient to make Sambar, well-liked south Indian gravy. Sambar is generally eaten with rice, rice cakes and lentil donuts (Vadas).",100 g Pouch,g,100 g Pouch,1,1,56,36.5,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['100286100'],-,https://datalabs.siva3.io/image/Eunimart_groceries_286100_2-aachi-powder-sambar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 100286100', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,"Coriander, Red Chilies, Cumin, Fenugreek, Asafoetida, Turmeric, Curry leaves.",-,-,"Sambar Powder is a necessary ingredient to make Sambar, well-liked south Indian gravy. Sambar is generally eaten with rice, rice cakes and lentil donuts (Vadas)."
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Powder - Sambar, 100 g Pouch","Sambar Powder is a necessary ingredient to make Sambar, well-liked south Indian gravy. Sambar is generally eaten with rice, rice cakes and lentil donuts (Vadas).",100 g Pouch,g,100 g Pouch,1,1,56,36.5,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['100286100'],-,https://datalabs.siva3.io/image/Eunimart_groceries_286100_2-aachi-powder-sambar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 100286100', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,"Coriander, Red Chilies, Cumin, Fenugreek, Asafoetida, Turmeric, Curry leaves.",-,-,"Sambar Powder is a necessary ingredient to make Sambar, well-liked south Indian gravy. Sambar is generally eaten with rice, rice cakes and lentil donuts (Vadas)."
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aachi,"Aachi Turmeric Powder/Arisina Pudi, 100 g Pouch","Turmeric has a peppery aroma and flavour with a hint of wood, orange and ginger. It is extensively used in Indian cuisine and adds colour to most dishes.",100 g Pouch,g,100 g Pouch,1,1,23,18.4,"AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067",India,['89060211231'],-,https://datalabs.siva3.io/image/Eunimart_groceries_286158_1-aachi-powder-turmeric.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286158-2_1-aachi-powder-turmeric.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286158-3_1-aachi-powder-turmeric.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286158-4_1-aachi-powder-turmeric.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286158-5_1-aachi-powder-turmeric.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Turmeric has a peppery aroma and flavour with a hint of wood, orange and ginger. It is extensively used in Indian cuisine and adds colour to most dishes.","['EAN Code: 89060211231', 'Manufactured by: AACHI MASALA FOODS PVT LTD, Benny products, No.89/2A, Nallur village, Cholavaram(post), Chennai - 600067', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,Turmeric.,-,-,"Aachi Yellow Turmeric Powder lends an excellent, woody fragrance and flavor to Dals, Vegetables, Poultry, Meat and Seafood dishes."
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aashirvaad,"Aashirvaad Chaat Masala - Spice Blend For Papdi, Tikki & Bhel Puri, 100 g Box","Aashirvaad ensures that only excellent quality ingredients reach your kitchen and Aashirvaad Chaat Masala stays true to that promise. This tasty and tangy spice mix is a kitchen staple, the difference-maker for a wide range of dishes. Its signature chatpata flavour is sure to get your taste buds racing. Just sprinkle it atop some of your favourite dishes like Pani Puri, Bhel Puri, Papdi Chaat, Tikki Chaat, Dahi Bhalla, etc and experience it for yourself! An exquisite spice blend of Chaat masala, it is made from locally sourced ingredients from across India. Experts have carefully selected them to ensure the right aroma, pungency, quality, and consistency. The pack also consists of Aroma Locked Technology ì re-sealable zip lock pouch inside which ensures that the masala has long-lasting freshness. Enjoy the right balance of aromas and flavours as Aashirvaad Chaat Masala adds the magical combination of sweet, salty, and tangy to your all-time favourite chaat food.",100 g Box,g,100 g Box,1,1,70,52.5,"Salute water house pvt ltd Edulapalem village prathipadu mandal , Guntur -522019,2. M/s Sri sai agro products , 104 , Saivenkateswra towers ,4/3 ,ashok nagar , Guntur -522007",India,['40237524'],['10012031000312'],https://datalabs.siva3.io/image/Eunimart_groceries_40237524_1-aashirvaad-chaat-masala-mixed-spices-masala-aroma-locked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237524-2_1-aashirvaad-chaat-masala-mixed-spices-masala-aroma-locked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237524-3_1-aashirvaad-chaat-masala-mixed-spices-masala-aroma-locked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237524-4_1-aashirvaad-chaat-masala-mixed-spices-masala-aroma-locked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237524-5_1-aashirvaad-chaat-masala-mixed-spices-masala-aroma-locked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237524-6_1-aashirvaad-chaat-masala-mixed-spices-masala-aroma-locked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237524-7_1-aashirvaad-chaat-masala-mixed-spices-masala-aroma-locked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237524-8_1-aashirvaad-chaat-masala-mixed-spices-masala-aroma-locked.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237524-9_1-aashirvaad-chaat-masala-mixed-spices-masala-aroma-locked.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It is used to add flavour in chats.,"['EAN Code: 40237524', 'FSSAI Number: 10012031000312', 'Manufacturer Name & : Salute water house pvt ltd Edulapalem village prathipadu mandal , Guntur -522019,2. M/s Sri sai agro products , 104 , Saivenkateswra towers ,4/3 ,ashok nagar , Guntur -522007', 'Marketed by: ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071\x83\x80\x9a\x82 ', 'Country of Origin: India', 'Best before 16-07-2023', '","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071Çö",-,-,"Aashirvaad Chaat Masala is an exquiste spice blend that brings alive the aroma and taste of every dish.
This perfect spice blend adds the delicious combination of sweet, salty, and tangy to chaat food.
Aashirvaad Chaat Masala is made from the choicest ingredients.
The ingredients are sourced locally across India and have been selected by experts.
It comes with a re-sealable zip lock pouch inside which helps retain long-lasting freshness.",-,"Mixed Spices (50.7%) Dried Mango Powder (35%), Cumin (6%), Coriander (3.3%), Pomegranate Seeds, Dried Mint, Ginger (0.7%), Black Pepper (0.5%), Ajowan, Compounded Asafoetida, Nutmeg, Clove (0.2%), Spice Extracts, Lodized Salt (29.3%), Black Salt (12%), Dehydrated Kachri, Dehydrated Tamarind, Dehydrated Yellow Chilli And Sugar. Contains Wheat. May Contains Nut.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Aashirvaad,"Aashirvaad Chilli Powder - Red & Hot, No Added Flavours & Colours, 100 g Pouch","Aashirvaad Spices Chilli Powder is exactly what your kitchen needs if you're looking for an unadulterated spice and taste. Made with finely ground red chillies in a smooth powder, this is a great and easy method to add a blast of flavour to all your dishes. 100% organic and has no artificial colours. Aashirvaad Spices Chilli Powder is the easiest way to make desi cooking taste even better and bring some spicy flavours to any dish, salad or dip of your choice. Explore a wide range of premium quality, superior groceries, grains, pulses, condiments, spices and more from Aashirvaad only on Big Basket.",100 g Pouch,g,100 g Pouch,1,1,50,41,"ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.",India,['89019725125141'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40001311_7-aashirvaad-powder-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001311-2_2-aashirvaad-powder-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001311-3_2-aashirvaad-powder-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001311-4_2-aashirvaad-powder-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001311-5_1-aashirvaad-powder-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001311-6_1-aashirvaad-powder-chilli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Premium quality
Perfect for Indian cooking
Hygienically packed","Use it to make food spicier, and more flavourful.
Store in a cool, dry and hygienic place.","['EAN Code: 89019725125141', 'Manufactured Name & Marketed By :ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.', 'FSSAI :', 'Country of Origin: India', 'Best Before 16-07-2023. ","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.",-,-,-,-,-,-,-,-
