L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Organic Artisan Cheese Slices - Pure, Without Preservatives, 100 g (Pack of 4)","Our Artisan Organic Cheese is made using 100% pure and organic cows milk. Unlike industrial methods where artificial emulsifiers and preservatives are used, our cheese is preserved using 100% natural Himalayan Pink Salt for longer life. The milk used to make this cheese is produced by our well-nourished, healthy and stress-free cows. We feed our cows organic fodder which is free from synthetic fertilizers and pesticides. They also roam freely in a paddock area with access to organic pasture and clean drinking water.",100 g (Pack of 4),g,100 g (Pack of 4),4,1,120,120,"Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131 & AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367 G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201",India,['40240135'],['11218317000001'],https://datalabs.siva3.io/image/Eunimart_groceries_40240135_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240135-2_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240135-3_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240135-4_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240135-5_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240135-6_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40240135', 'FSSAI No: 11218317000001', 'Manufactured & Marketed by: Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131 & AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367 G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201', 'Country of origin: India', 'Best before 16-04-2023', '","Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131 & AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367 G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201",-,-,-,-,"Milk, Ripening Culture, Enzymes, Salt.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Organic Artisan Cheese Slices - Pure, Without Preservatives, 2x100 g Multipack","Our Artisan Organic Cheese is made using 100% pure and organic cow¬‚„‚s milk. Unlike industrial methods where artificial emulsifiers and preservatives are used, our cheese is preserved using 100% natural Himalayan Pink Salt for longer life. The milk used to make this cheese is produced by our well-nourished, healthy and stress-free cows. We feed our cows organic fodder which is free from synthetic fertilizers and pesticides. They also roam freely in a paddock area with access to organic pasture and clean drinking water.",2x100 g Multipack,g,2x100 g Multipack,1,1,240,240,"Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131 & AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367 G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201",India,['1222340'],['11218317000001'],https://datalabs.siva3.io/image/Eunimart_groceries_222340_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222340-2_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222340-3_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222340-4_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222340-5_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222340-6_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222340-7_1-akshayakalpa-organic-artisan-cheese-slices-pure-without-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1222340', 'FSSAI No: 11218317000001', 'Manufactured & Marketed by: Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131 & AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367 G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201', 'Country of origin: India', 'Best before 16-04-2023', '","Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131 & AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367 G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201",-,-,-,-,"Milk, Ripening Culture, Enzymes, Salt.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Organic Cooking Butter - Unsalted, 200 g Carton","Make your regular dish more interesting with the touch of this organic butter. It is unsalted and best for cooking purpose. This butter will enhance the flavour of the food that is being cooked in it, making the food delicious and irresistible. This wholesome butter is high in protein, contains no artificial flavouring or additives, or emulsifier.",200 g Carton,g,200 g Carton,1,1,215,215,"Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",India,['40135121'],['11218317000001'],https://datalabs.siva3.io/image/Eunimart_groceries_40135121_1-akshayakalpa-cooking-butter-unsalted-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135121-2_1-akshayakalpa-cooking-butter-unsalted-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135121-3_1-akshayakalpa-cooking-butter-unsalted-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135121-4_1-akshayakalpa-cooking-butter-unsalted-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135121-5_1-akshayakalpa-cooking-butter-unsalted-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135121-6_1-akshayakalpa-cooking-butter-unsalted-organic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use for cooking or as spread on your breakfast table.,"['EAN Code: 40135121', 'Country Of Origin: India', 'FSSAI No: 11218317000001', 'Manufactured & Marketed by: Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131', 'Best before 16-03-2023', '","Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",-,-,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Organic Cooking Butter - Unsalted, 200 g Tub","Not only your breakfast, make your meals even more delicious with Akshayakalpas healthy & tasty pure butter. Just one spoon of this butter will make your everyday dish fun for your kid. It is organic and suitable for vegetarians. This wholesome butter is high in protein and contains no preservatives, artificial flavouring, additives, or emulsifier.",200 g Tub,g,200 g Tub,1,1,230,195.5,"Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",India,['40135124'],['11218317000001'],https://datalabs.siva3.io/image/Eunimart_groceries_40135124_4-akshayakalpa-cooking-butter-unsalted-organic-tub.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135124-2_3-akshayakalpa-cooking-butter-unsalted-organic-tub.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135124-3_3-akshayakalpa-cooking-butter-unsalted-organic-tub.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135124-4_2-akshayakalpa-cooking-butter-unsalted-organic-tub.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135124-5_2-akshayakalpa-cooking-butter-unsalted-organic-tub.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use for cooking or as spread on your breakfast table.,"['EAN Code: 40135124', 'Country Of Origin: India', 'FSSAI No: 11218317000001', 'Manufactured & Marketed by: Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131', 'Best before 30-04-2023', '","Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",-,-,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Organic Curd, 200 g Pouch","Akshayakalpa Organic curd made indigenously, from the fresh, wholesome organic Akshayakalpa Milk, is packed with beneficial probiotics. Is a superfood that is fresh, tasty and soothing. It is a balanced source of proteins, good fats and carbohydrates.",200 g Pouch,g,200 g Pouch,1,1,23,23,"Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C.R.Patna Tq, Hassan Dist, 573131",India,['40148719'],['11218317000001'],https://datalabs.siva3.io/image/Eunimart_groceries_40148719_2-akshayakalpa-organic-curd.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40148719-2_2-akshayakalpa-organic-curd.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40148719-3_2-akshayakalpa-organic-curd.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40148719-4_2-akshayakalpa-organic-curd.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40148719-5_2-akshayakalpa-organic-curd.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40148719-6_2-akshayakalpa-organic-curd.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,You can consume directly or can use in cooking.,"['EAN Code: 40148719', 'Country of origin: India', 'FSSAI Number: 11218317000001', 'Manufactured & Marketed By: Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C.R.Patna Tq, Hassan Dist, 573131', 'Best before 4 days from delivery date', '","Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C.R.Patna Tq, Hassan Dist, 573131",-,-,-,-,Certified Organic Cow Milk With Active Probiotic Bacterial Culture,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Organic Greek Yoghurt - Plain, Probiotic, High Protein, 100 g","Akshayakalpa Organic Greek Yoghurt - Plain is a natural and healthy dessert option for everyone at home. Akshayakalpa Organic Greek Yogurt - Plain is made from good quality ingredients like Organic Cow Milk (pasteurised), Starter Culture, and Probiotic Culture. Greek yoghurt is a type of yoghurt thats high in protein and other nutrients like vitamin B12, calcium, and selenium. It has health many health benefits like supporting muscle and bone health, and certain types may help contribute to a healthy gut. Add Akshayakalpa Organic Greek Yogurt - Plain to your daily diet to keep balance nutrition in your diet. Explore an entire range of Akshayakalpa products and many more only on Big Basket!",100 g,g,100 g,1,1,60,60,"AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367/G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201",India,['40278949'],['11218317000001'],https://datalabs.siva3.io/image/Eunimart_groceries_40278949_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278949-2_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278949-3_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278949-4_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278949-5_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278949-6_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278949-7_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278949-8_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278949-9_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278949-10_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40278949', 'FSSAI No: 11218317000001', 'Manufactured & Marketed by: AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367/G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201', 'Country of origin: India', 'Best before 8 days from the date of delivery', '","AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367/G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201",-,-,-,-,"Organic Cow Milk (Pasteurised), Starter Culture, Probiotic Culture.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Organic Greek Yoghurt - Plain, Probiotic, High Protein, 2x100 g Multipack","Akshayakalpa Organic Greek Yoghurt - Plain is a natural and healthy dessert option for everyone at home. Akshayakalpa Organic Greek Yogurt - Plain is made from good quality ingredients like Organic Cow Milk (pasteurised), Starter Culture, and Probiotic Culture. Greek yoghurt is a type of yoghurt thats high in protein and other nutrients like vitamin B12, calcium, and selenium. It has health many health benefits like supporting muscle and bone health, and certain types may help contribute to a healthy gut. Add Akshayakalpa Organic Greek Yogurt - Plain to your daily diet to keep balance nutrition in your diet. Explore an entire range of Akshayakalpa products and many more only on Big Basket!",2x100 g Multipack,g,2x100 g Multipack,1,1,120,110,"AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367/G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201",India,['1222818'],['11218317000001'],https://datalabs.siva3.io/image/Eunimart_groceries_222818_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222818-2_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222818-3_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222818-4_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222818-5_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222818-6_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222818-7_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222818-8_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222818-9_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222818-10_1-akshayakalpa-organic-greek-yoghurt-plain-probiotic-high-protein.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1222818', 'FSSAI No: 11218317000001', 'Manufactured & Marketed by: AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367/G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201', 'Country of origin: India', 'Best before 8 days from the date of delivery', '","AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367/G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201",-,-,-,-,"Organic Cow Milk (Pasteurised), Starter Culture, Probiotic Culture.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Organic Probiotic Curd - Good For Digestion, Wholesome, 500 g","Akshayakalpa Organic Curd is a Superfood that is fresh, tasty and soothing. Is a natural probiotic, Made indigenously, from the fresh, wholesome certified organic Akshayakalpa Milk. It is packed with beneficial probiotics. Essential fatty acids like Conjugated Linoleic Acid (CLA) are proven to reduce the risk of not only heart disease, belly fat but also negate chemically induced cancers, boosts immunity and improve the gut flora. It is the most essential food that is packed with active microorganisms, healthy bacteria that keep the intestinal tract and gut free of diseases.",500 g,g,500 g,1,1,51,51,"Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131 & AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367 G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201",India,['40240134'],['11218317000001'],https://datalabs.siva3.io/image/Eunimart_groceries_40240134_2-akshayakalpa-organic-probiotic-curd-good-for-digestion-wholesome.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240134-2_2-akshayakalpa-organic-probiotic-curd-good-for-digestion-wholesome.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240134-3_2-akshayakalpa-organic-probiotic-curd-good-for-digestion-wholesome.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240134-4_2-akshayakalpa-organic-probiotic-curd-good-for-digestion-wholesome.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240134-5_2-akshayakalpa-organic-probiotic-curd-good-for-digestion-wholesome.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240134-6_2-akshayakalpa-organic-probiotic-curd-good-for-digestion-wholesome.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40240134', 'FSSAI No: 11218317000001', 'Manufactured & Marketed by: Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131 & AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367 G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201', 'Country of origin: India', 'Best before 8 days from the date of delivery', '","Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131 & AKSHAYAKALPA FARMS & FOODS PRIVATE LIMITED #367 G, 3rd Main Road, Sharadanagara, Tiptur, Tumkur District - 572201",-,-,-,-,"Cow Milk With Active Probiotic Bacterial Culture Milk Fat: 3.5% Minimum, Milk SNF: 8.5% Minimum.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Organic Table Butter - Salted, 200 g Carton","Not only your breakfast, make your meals even more delicious with Akshayakalpas healthy & tasty pure butter. Just one spoon of this butter will make your everyday dish fun for your kid. It is organic and suitable for vegetarians. This wholesome butter is high in protein and contains no preservatives, artificial flavouring, additives, or emulsifier.",200 g Carton,g,200 g Carton,1,1,225,225,"Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",India,['40135119'],['11218317000001'],https://datalabs.siva3.io/image/Eunimart_groceries_40135119_1-akshayakalpa-table-butter-salted-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135119-2_1-akshayakalpa-table-butter-salted-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135119-3_1-akshayakalpa-table-butter-salted-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135119-4_1-akshayakalpa-table-butter-salted-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135119-5_1-akshayakalpa-table-butter-salted-organic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135119-6_1-akshayakalpa-table-butter-salted-organic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use for cooking or as spread on your breakfast table.,"['EAN Code: 40135119', 'Country Of Origin: India', 'FSSAI No: 11218317000001', 'Manufactured & Marketed by: Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131', 'Best before 31-05-2023', '","Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",-,-,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Organic Table Butter - Salted, 200 g Tub","Not only your breakfast, make your meals even more delicious with Akshayakalpas healthy & tasty pure butter. Just one spoon of this butter will make your everyday dish fun for your kid. It is organic and suitable for vegetarians. This wholesome butter is high in protein and contains no preservatives, artificial flavouring, additives, or emulsifier.",200 g Tub,g,200 g Tub,1,1,240,204,"Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",India,['40135123'],['11218317000001'],https://datalabs.siva3.io/image/Eunimart_groceries_40135123_4-akshayakalpa-table-butter-salted-organic-tub.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135123-2_3-akshayakalpa-table-butter-salted-organic-tub.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135123-3_3-akshayakalpa-table-butter-salted-organic-tub.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135123-4_2-akshayakalpa-table-butter-salted-organic-tub.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40135123-5_2-akshayakalpa-table-butter-salted-organic-tub.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use for cooking or as spread on your breakfast table.,"['EAN Code: 40135123', 'Country Of Origin: India', 'FSSAI No: 11218317000001', 'Manufactured & Marketed by: Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131', 'Best before 30-05-2023', '","Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",-,-,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,AKSHAYAKALPA,"AKSHAYAKALPA Pizza Cheese - Handcrafted Artisan Organic, 200 g Pouch","Mozzarella is a traditional southern Italian cheese and the most popular among the cheese lovers. Akshayakalpa Mozzarella cheese is handcrafted and organic, and the delicious flavour will just make your pizza tastier. No preservatives, artificial additives or flavouring, and emulsifiers are used in this mozzarella cheese.
Our Artisan Organic Pizza Cheese is made using 100% pure and organic cows milk. Unlike industrial methods where artificial emulsifiers and preservatives are used, our cheese is preserved using 100% natural Himalayan Pink Salt for longer life. ? The milk used to make this cheese is produced by our well-nourished, healthy and stress-free cows. We feed our cows organic fodder which is free from synthetic fertilizers and pesticides. They also roam freely in a paddock area with access to organic pasture and clean drinking water. ? In the traditional artisanal method, the freshly made cheese is pressed into blocks and aged in ripening rooms for 3 months. They are checked every day to ensure the finest quality Mozzarella Cheese is mould-free. ? The ageing process naturally enhances the life of this supreme quality cheese. It also helps in reducing the moisture content in the cheese, leaving behind a solid chunk of cheesy goodness. From cheese pizzas to corn cheese balls, our Mozzarella cheese pairs beautifully with a range of world-famous cuisines.",200 g Pouch,g,200 g Pouch,1,1,263,223.55,"Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",India,['40131638'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40131638_1-akshayakalpa-cheese-organic-mozzarella-pizza-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131638-2_1-akshayakalpa-cheese-organic-mozzarella-pizza-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131638-3_1-akshayakalpa-cheese-organic-mozzarella-pizza-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131638-4_1-akshayakalpa-cheese-organic-mozzarella-pizza-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131638-5_1-akshayakalpa-cheese-organic-mozzarella-pizza-cheese.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Refrigerated at 4 Degree C,"['EAN Code: 40131638', 'Country Of Origin: India', 'Manufactured & Marketed by: Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131', 'Best before 17-03-2023', '","Akshayakalpa Farms & Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",-,-,-,-,"Milk, Culture, Enzymes, Himalayan Salt",-
