L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,From The Brand
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Anchor by Panasonic,"Anchor by Panasonic Pilot Multiplug Adaptor - Plastic, 16A, 220-240V, 1 pc","Anchor by Panasonic brings to you 16A Pilot Multiplug Adaptor is a 3 pin plugs. It has a voltage of about 220-240V. It is a very handy product that can be carried easily anywhere. This helps you to use your device with any type of plug. It is easy to use and can be used in resorts, restaurants, hotels, homes and offices. It is efficient and long-lasting without any risk of electric shock.",1 pc,pc,1 pc,1,1,139,129,"Panasonic Life Solutions India Ltd, 3rd Floor, B Wing I-Think Techno Campus, Pokharan Road No. 2, Thane (W), Thane - 400 607, Maharashtra, India",India,['40216221'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40216221_1-anchor-by-panasonic-pilot-multi-plug-adaptor-3-pins-16a-white.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is light in weight, easy to carry and use.
It helps you to use your device with any type of plug.
It is efficient and long-lasting without any risk of electric shock.","It is ideal to use for home application, office computer, TV, DVD player, etc.","[{'EAN Code': '40216221'}, {'Manufactured & Marketed BY': 'Panasonic Life Solutions India Ltd, 3rd Floor, B Wing I-Think Techno Campus, Pokharan Road No. 2, Thane (W), Thane - 400 607, Maharashtra, India'}, {'Country of Origin': 'India'}]","Panasonic Life Solutions India Ltd, 3rd Floor, B Wing I-Think Techno Campus, Pokharan Road No. 2, Thane (W), Thane - 400 607, Maharashtra, India",-,-,-,-,"Material: Virgin Plastic.
Features: Easy to carry, Non-flammable & Durable, Exclusive Design to give an Elegant Look.
Type: Deluxe Multi Plug.
Colour: White.
Brand: Anchor by Panasonic.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Anchor by Panasonic,"Anchor by Panasonic Power Strip Extension Board - Plastic, 6A, 1.5 mtr, 1 pc","Anchor by Panasonic brings to you 6A Power STrip that has 4 sockets and 1 switch. It has a universal socket for various country plugs. It has an individual switch for each socket with a LED indicator and has a 1.5-metre wire. It is easy to use, efficient and long-lasting. This is made with high-quality material therefore it is safe to be touched by hand without the risk of electric shock. The extension board is designed to connect electrical devices over long distances. It is ideal to use for home applications, office computers, TV, DVD player, etc.",1 pc,pc,1 pc,1,1,509,449,"Panasonic Life Solutions India Pvt.Ltd Kishore Polymold,Gut No.45,Village-Shivrai, Taluka-Gangapur,, Dist.Aurangabad, Maharashtra, Aurangabad, Aurangabad, Mh, 431136",India,['40291107'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40291107_1-anchor-by-panasonic-6a-power-strip-4-sockets-extension-board-15-metre-cable-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291107-2_1-anchor-by-panasonic-6a-power-strip-4-sockets-extension-board-15-metre-cable-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291107-3_1-anchor-by-panasonic-6a-power-strip-4-sockets-extension-board-15-metre-cable-white.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is light in weight and easy to carry and use.
Its 1.5 metre long cord makes it convenient to use across the room.
It has an individual switch for each socket with a LED indicator.","It is perfect for daily usage like a laptop, phone charging or ironing.
It is ideal to use for home applications, office computers, TV, DVD player, etc.","[{'EAN Code': '40291107'}, {'Manufacturer Name & Marketed by ': 'Panasonic Life Solutions India Pvt.Ltd Kishore Polymold,Gut No.45,Village-Shivrai, Taluka-Gangapur,, Dist.Aurangabad, Maharashtra, Aurangabad, Aurangabad, Mh, 431136'}, {'Country of Origin': 'India'}]","Panasonic Life Solutions India Pvt.Ltd Kishore Polymold,Gut No.45,Village-Shivrai, Taluka-Gangapur,, Dist.Aurangabad, Maharashtra, Aurangabad, Aurangabad, Mh, 431136",-,-,-,-,"Brand:- Anchor by Panasonic
Type:- Power strip
Material:- Plastic
Colour:- White
Dimensions in mm (LXWXH):- 250X58X67.5
Weight:- 368 g
Package Content:- 1 Pc",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Bajaj,"Bajaj Dhyuti Mini Rc Lantern, 1 pc",Bajaj Dhyuti Mini Rc Lantern is a rechargeable LED Torch cum table lamp. It is a multi-function LED torch with rechargeable emergency light. Un-flickering light that works as a torch as well as an emergency light. The in-built battery makes it easy and hassles free to use. It has a 3-hour backup time. It is easy and hassle-free to use.,1 pc,pc,1 pc,1,1,1350,899,"Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",India,['8901308111967'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40224348_1-bajaj-dhyuti-mini-rc-lantern.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224348-2_1-bajaj-dhyuti-mini-rc-lantern.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224348-3_1-bajaj-dhyuti-mini-rc-lantern.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224348-4_1-bajaj-dhyuti-mini-rc-lantern.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224348-5_1-bajaj-dhyuti-mini-rc-lantern.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Rechargeable Torch LED Lantern is a 15-watt torch.
It is a multi-function LED torch with rechargeable emergency light.
The in-built battery makes it easy and hassle-free to use.
It has a 3-hour backup time.","It can be used everywhere like house, office, parking etc.","[{'EAN Code': '8901308111967'}, {'Manufacturer Name & ': 'Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001'}, {'Marketed by': 'EAGLE NETWORK SUPPLY PVT LTD,Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030'}, {'Country of Origin': 'India'}]","EAGLE NETWORK SUPPLY PVT LTD,Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030",-,-,-,-,"1. Brand: - BAJAJ.
2. Type: - Mini Rc Lantern.
3. Material: - ABS
4. Colour: - Yellow.
5. Features:- 3 Mode Switch, Sleek design with dual colour tone, Rechargeable unit equipped with 3.7V, 2000mAh Li-ion Battery.",Bajaj Dhyuti Mini Rc Lantern is a rechargeable LED Torch cum table lamp. It is a multi-function LED torch with rechargeable emergency light. Un-flickering light that works as a torch as well as an emergency light. The in-built battery makes it easy and hassles free to use. It has a 3-hour backup time. It is easy and hassle-free to use.
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Bajaj,"Bajaj Ivora Duo 20 W Glow Batten - With 3 Mode Of Operations, 1 pc","Bajaj Ivora Duo Glow LED Batten 20W CDL saves more energy while providing more brightness. It gives a good light distribution throughout the room. It has a wide voltage range that is 100-240VAC and is light in weight. It is a great replacement for ordinary tube lights as it has a longer life and maximum efficiency. It can be used everywhere like houses, offices, parking etc. It complements the cor of any home while providing uniform lighting all over the room. This batten gives the best light output, with spot-free illumination.",1 pc,pc,1 pc,1,1,600,479,"Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",India,['40224352'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40224352_1-bajaj-ivora-duo-20-w-glow-batten-with-3-mode-of-operations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224352-2_1-bajaj-ivora-duo-20-w-glow-batten-with-3-mode-of-operations.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224352-3_1-bajaj-ivora-duo-20-w-glow-batten-with-3-mode-of-operations.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is an energy-saving and energy-efficient LED bulb.
It is a great replacement for any ordinary tube light as it has a longer life and maximum efficiency.","It can be used everywhere like house, office, parking etc.","[{'EAN Code': '40224352'}, {'Manufacturer Name & ': 'Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001'}, {'Marketed by': 'EAGLE NETWORK SUPPLY PVT LTD,Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030'}, {'Country of Origin': 'India'}]","EAGLE NETWORK SUPPLY PVT LTD,Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030",-,-,-,-,"Brand:- BAJAJ.
Type:- LED Batten.
Material: - Polycarbonate.
Colour: - White.
Features :- 2.5kV voltage surge protection, Decorative, Regular and Night Lamp, It also has VSP Technology.","Bajaj Ivora Duo Glow LED Batten 20W CDL saves more energy while providing more brightness. It gives a good light distribution throughout the room. It has a wide voltage range that is 100-240VAC and is light in weight. It is a great replacement for ordinary tube lights as it has a longer life and maximum efficiency. It can be used everywhere like houses, offices, parking etc. It complements the cor of any home while providing uniform lighting all over the room. This batten gives the best light output, with spot-free illumination."
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Bajaj,"Bajaj Ivora Plus Linear LED Lamp 10W - Cool Day Light, B22, 1 pc","Bajaj Ivora Plus Linear LED Lamp 10W delivers a brighter and wider light spread because of its T shaped bulb. It has a flexible swivelling head that can move both 90 degrees vertically and 35 degrees horizontally for better focus. It is easy to install, safe to use and lasts longer. It is ideal to use at home. It has an illumination that creates a cosy and comfortable atmosphere at home. The unique curved design and diffused light spreads 14 percent wider light.",1 pc,pc,1 pc,1,1,475,229,"Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",India,['40224344'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40224344_1-bajaj-ivora-plus-linear-led-lamp-10w-cool-day-light-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224344-2_1-bajaj-ivora-plus-linear-led-lamp-10w-cool-day-light-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224344-3_1-bajaj-ivora-plus-linear-led-lamp-10w-cool-day-light-b22.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. B22 T- bulb is a 10 watte LED bulb.
2. It delivers a brighter and wider light spread because of its T shaped bulb.
3. It has a flexible swivelling head that can move vertically and horizontally.
4. It is easy to install, safe to use and lasts longer.","You can be used in kitchens, bedrooms, bathrooms, etc.","[{'EAN Code': '40224344'}, {'Manufacturer Name & ': 'Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001'}, {'Marketed by': 'EAGLE NETWORK SUPPLY PVT LTD,Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030'}, {'Country of Origin': 'India'}]","EAGLE NETWORK SUPPLY PVT LTD,Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030",-,-,-,-,"Brand: - BAJAJ.
Type: - Led Lamp.
Material: - Polycarbonate.
Colour: - White.
Features:- Spread of Light across the area, With inbuilt short circuit, Thermal and overload protection, Warranty 1 year on product.","Bajaj Ivora Plus Linear LED Lamp 10W delivers a brighter and wider light spread because of its T shaped bulb. It has a flexible swivelling head that can move both 90 degrees vertically and 35 degrees horizontally for better focus. It is easy to install, safe to use and lasts longer. It is ideal to use at home. It has an illumination that creates a cosy and comfortable atmosphere at home. The unique curved design and diffused light spreads 14 percent wider light."
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Bajaj,"Bajaj Ivora Plus Linear LED Lamp 18W - Cool Day Light, B22, 1 pc",Bajaj Ledz Inverter Lamp is a great replacement for CFL/glass bulbs as it has a longer life and maximum efficiency. It is a 9 W B22 LED bulb that gives power backup of around 4 hours. Light up your home with this energy-saving and energy-efficient LED bulb. This bulb will get automatically charged when it is kept on. It's time to change the old tube lights. It is a rechargeable LED bulb that can be used in an emergency situation. This bulb has a charging time of 8 - 10 hours.,1 pc,pc,1 pc,1,1,850,479,"Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",India,['8901308113381'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40224345_1-bajaj-ivora-plus-linear-led-lamp-18w-cool-day-light-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224345-2_1-bajaj-ivora-plus-linear-led-lamp-18w-cool-day-light-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224345-3_1-bajaj-ivora-plus-linear-led-lamp-18w-cool-day-light-b22.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. B22 T- bulb is a 18 watte LED bulb.
2. It delivers a brighter and wider light spread because of its T shaped bulb.
3. It has a flexible swivelling head that can move vertically and horizontally.
4. It is easy to install, safe to use and lasts longer.","You can be used in kitchens, bed rooms, bathrooms, etc.","[{'EAN Code': '8901308113381'}, {'Manufacturer Name & ': 'Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001'}, {'Marketed by': 'EAGLE NETWORK SUPPLY PVT LTD,Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030'}, {'Country of Origin': 'India'}]","EAGLE NETWORK SUPPLY PVT LTD,Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030",-,-,-,-,"1. Brand :- BAJAJ.
2. Type :- Led Lamp.
3. Material :- Polycarbonate.
4. Colour :- White.
5. Features :- Spread of Light across the area, With inbuilt short circuit, Thermal and overload protection, Warranty 1 year on product.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Bajaj,"Bajaj LEDz Inverter Lamp 9W - Cool Day Light, B22, 1 pc",Bajaj Ledz Inverter Lamp is a great replacement for CFL/glass bulbs as it has a longer life and maximum efficiency. It is a 9 W B22 LED bulb that gives power backup of around 4 hours. Light up your home with this energy-saving and energy-efficient LED bulb. This bulb will get automatically charged when it is kept on. It's time to change the old tube lights. It is a rechargeable LED bulb that can be used in an emergency situation. This bulb has a charging time of 8 - 10 hours.,1 pc,pc,1 pc,1,1,685,549,"Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",India,['8901308111868'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40224346_1-bajaj-ledz-inverter-lamp-9w-cool-day-light-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224346-2_1-bajaj-ledz-inverter-lamp-9w-cool-day-light-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224346-3_1-bajaj-ledz-inverter-lamp-9w-cool-day-light-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224346-4_1-bajaj-ledz-inverter-lamp-9w-cool-day-light-b22.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is an energy-saving and energy-efficient LED bulb.
It is a rechargeable LED bulb that can be used in any emergency.
It is a great replacement for CFL/glass bulbs as it has a longer life and maximum efficiency.","It can be used everywhere like houses, offices, parking etc.","[{'EAN Code': '8901308111868'}, {'Manufacturer Name & ': 'Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001'}, {'Marketed by': 'EAGLE NETWORK SUPPLY PVT LTD,Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030'}, {'Country of Origin': 'India'}]","EAGLE NETWORK SUPPLY PVT LTD,Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030",-,-,-,-,"1. Brand: - BAJAJ.
2. Type: - Inverter Lamp.
3. Material: - Polycarbonate.
4. Colour: - White.
5. Features:- Light Back up of up to 4 hrs, Battery charging auto cut-off after full charge, Durable Li-ion battery, Warranty 1 year on product.",Bajaj Ledz Inverter Lamp is a great replacement for CFL/glass bulbs as it has a longer life and maximum efficiency. It is a 9 W B22 LED bulb that gives power backup of around 4 hours. Light up your home with this energy-saving and energy-efficient LED bulb. This bulb will get automatically charged when it is kept on. It's time to change the old tube lights. It is a rechargeable LED bulb that can be used in an emergency situation. This bulb has a charging time of 8 - 10 hours.
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Crompton,"Crompton LED Bulb - 12 Watt, 3 Star, Cool Day Light White, B22, 1 pc","Crompton presents a 3 star LED lamp with a cool daylight colour. It is a unique product that'll add to the design and comfort of your house. It comes with a hassle-free direct fit option for your ease. It contains zero mercury, saves 85% more energy and can last up to 15 years. Brighten your house with the assured quality from Crompton. This product has a 2 years warranty from the date of manufacturing.",1 pc,pc,1 pc,1,1,275,215,"Crompton Greaves Consumer Electrical Limited, Regd off: Equinox Business Park, Tower 3, East Wing, 1st Floor, LBS Marg, Kurla (West), Mumbai- 400070, India",India,['8902653081929'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40202638_1-crompton-led-bulb-12-watt-3-star-cool-day-light-white-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202638-2_1-crompton-led-bulb-12-watt-3-star-cool-day-light-white-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202638-3_1-crompton-led-bulb-12-watt-3-star-cool-day-light-white-b22.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8902653081929'}, {'Manufactured & Marketed By': 'Crompton Greaves Consumer Electrical Limited, Regd off: Equinox Business Park, Tower 3, East Wing, 1st Floor, LBS Marg, Kurla (West), Mumbai- 400070, India'}, {'Country Of Origin': 'India'}]","Crompton Greaves Consumer Electrical Limited, Regd off: Equinox Business Park, Tower 3, East Wing, 1st Floor, LBS Marg, Kurla (West), Mumbai- 400070, India",-,-,-,"Clean the product regularly.
Avoid high temperatures.","Brand: Crompton.
Type: LED Bulbs.
Dimension(LXBXH) in mm: 57X57X102.
Number of Units: 1 pc.
Power(Watt): 12 Watts.
85% energy saving as compared to incandescent lamps.
Long-life up to 15 years.
Zero mercury.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Crompton,"Crompton LED Bulb - 12 Watt, 3 Star, Cool Day Light White, B22, 1 pc","Crompton presents a 3 star LED lamp with a cool daylight colour. It is a unique product that'll add to the design and comfort of your house. It comes with a hassle-free direct fit option for your ease. It contains zero mercury, saves 85% more energy and can last up to 15 years. Brighten your house with the assured quality from Crompton. This product has a 2 years warranty from the date of manufacturing.",1 pc,pc,1 pc,1,1,275,215,"Crompton Greaves Consumer Electrical Limited, Regd off: Equinox Business Park, Tower 3, East Wing, 1st Floor, LBS Marg, Kurla (West), Mumbai- 400070, India",India,['8902653081929'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40202638_1-crompton-led-bulb-12-watt-3-star-cool-day-light-white-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202638-2_1-crompton-led-bulb-12-watt-3-star-cool-day-light-white-b22.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202638-3_1-crompton-led-bulb-12-watt-3-star-cool-day-light-white-b22.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8902653081929'}, {'Manufactured & Marketed By': 'Crompton Greaves Consumer Electrical Limited, Regd off: Equinox Business Park, Tower 3, East Wing, 1st Floor, LBS Marg, Kurla (West), Mumbai- 400070, India'}, {'Country Of Origin': 'India'}]","Crompton Greaves Consumer Electrical Limited, Regd off: Equinox Business Park, Tower 3, East Wing, 1st Floor, LBS Marg, Kurla (West), Mumbai- 400070, India",-,-,-,"Clean the product regularly.
Avoid high temperatures.","Brand: Crompton.
Type: LED Bulbs.
Dimension(LXBXH) in mm: 57X57X102.
Number of Units: 1 pc.
Power(Watt): 12 Watts.
85% energy saving as compared to incandescent lamps.
Long-life up to 15 years.
Zero mercury.",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Crompton,"Crompton Laser Ray LED Batten - Cool Daylight White, 20 Watts, 1 pc","Crompton's CDL Batten provides uniform light distribution, adding to the ambience of your space.  It has an excellent product design, lighting, durability and shockproof ability. It gives an appealing cool day light feel to your eyes. It comes with 50% power saving energy and has 20 watts power.",1 pc,pc,1 pc,1,1,600,249,"Crompton Greaves Consumer Electrical Limited, Regd off: Equinox Business Park, Tower 3, East Wing, 1st Floor, LBS Marg, Kurla (West), Mumbai- 400070, India",India,['40202476'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40202476_1-crompton-led-batten-20-watt-cdl-laser-ray-cool-day-light-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202476-2_1-crompton-led-batten-20-watt-cdl-laser-ray-cool-day-light-white.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40202476'}, {'Manufactured & Marketed By': 'Crompton Greaves Consumer Electrical Limited, Regd off: Equinox Business Park, Tower 3, East Wing, 1st Floor, LBS Marg, Kurla (West), Mumbai- 400070, India'}, {'Country Of Origin': 'India'}]","Crompton Greaves Consumer Electrical Limited, Regd off: Equinox Business Park, Tower 3, East Wing, 1st Floor, LBS Marg, Kurla (West), Mumbai- 400070, India",-,-,-,"Read the user manual before use.
Avoid humidity and high temperature.","Brand: Crompton.
Type: LED Battens 3.
Dimension(LXBXH) in cm : 1140X25X40.
Number of Units: 1 pc.
Power(Watt): 20 watts.
Operating Voltage: 140-270 volts
Over 50 percent power saver.
Long life.
Power factor > 0.9 10.
Shockproof.
Uniform light distribution.
Lightweight.",-
