`,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Ingredients
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Mpm,"Mpm Eggs - Brown Shell, 6 pcs Carton","The hen breed name is bv360 and is formerly known as giriraja eggs, it is natural egg no artificial colours of egg shells. The yellow yolk colour is lemon yellow and also this is export quality eggs.",6 pcs Carton,pcs,6 pcs Carton,6,1,75,75,"M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",India,['8903059381941'],-,https://datalabs.siva3.io/image/Eunimart_groceries_60000397_2-mpm-eggs-brown-shell.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000397-2_1-mpm-eggs-brown-shell.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000397-3_1-mpm-eggs-brown-shell.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Make omelette, scramble, hard boil, soft boil, etc. 
They bind, thicken, coat, serve as a leavening agent, and emulsify.","[{'EAN Code': '8903059381941'}, {'Manufactured & Marketed By': 'M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Mpm,"Mpm Eggs - Country Duck, 6 pcs Carton","MPM's Country Duck Eggs are authentic duck eggs which are more healthier and nutritious than the normal poultry eggs and pack a higher content of proteins, fats and other essential vitamins and minerals. It has a rich and yummy orange coloured yolk in the centre which give a whole new look and taste to your sunny-side-ups!",6 pcs Carton,pcs,6 pcs Carton,6,1,120,120,"M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",India,['60000398'],-,https://datalabs.siva3.io/image/Eunimart_groceries_60000398_2-mpm-eggs-country-duck.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000398-2_1-mpm-eggs-country-duck.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000398-3_1-mpm-eggs-country-duck.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Make omelette, scramble, hard boil, soft boil, etc.
 They bind, thicken, coat, serve as a leavening agent, and emulsify.","[{'EAN Code': '60000398'}, {'Manufactured & Marketed By': 'M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Mpm,"Mpm Eggs - Country, 6 pcs Carton","Gives high and rich protein, calcium and improves immunity. It is a portion of very good food for women's health. Country eggs are collected from the village side only. These countryside hens were not given any antibiotics, vaccines only are given natural feeds.",6 pcs Carton,pcs,6 pcs Carton,6,1,99,99,"M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",India,['60000399'],-,https://datalabs.siva3.io/image/Eunimart_groceries_60000399_3-mpm-eggs-country.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000399-2_2-mpm-eggs-country.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000399-3_2-mpm-eggs-country.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Make omelette, scramble, hard boil, soft boil, etc.
They bind, thicken, coat, serve as a leavening agent, and emulsify.","[{'EAN Code': '60000399'}, {'Manufactured & Marketed By': 'M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Mpm,"Mpm Eggs - Kadaknath Chicken, 6 pcs Carton","Kadaknath is an Indian breed of chicken, which is completely black in colour and indigenous to Madhya Pradesh. Kadaknath eggs are a rare variety of eggs, which are richer in protein than compared to regular eggs and have a high nutritive value. 
100 grams serving of this egg contains 11.67% protein and 1745 Kcal.",6 pcs Carton,pcs,6 pcs Carton,6,1,125,125,"M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",India,['8868560671021'],-,https://datalabs.siva3.io/image/Eunimart_groceries_60000400_2-mpm-eggs-kadaknath-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000400-2_1-mpm-eggs-kadaknath-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000400-3_1-mpm-eggs-kadaknath-chicken.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Make omelette, scramble, hard boil, soft boil, etc.
They bind, thicken, coat, serve as a leavening agent, and emulsify.","[{'EAN Code': '8868560671021'}, {'Manufactured & Marketed By': 'M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Mpm,"Mpm Eggs - Panchakavya, 300 g","MPMs Panchakavya Eggs are completely antibiotic and enhancer free and contain more nutrients than your regular broiler eggs.
It is also effective in controlling ulcers and also help in reducing body heat.
Panchakavya Eggs contain loads of medical characteristics.",300 g,g,300 g,1,1,65,65,"M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",India,['40129036'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40129036_4-mpm-eggs-panchakavya.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129036-2_2-mpm-eggs-panchakavya.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129036-3_2-mpm-eggs-panchakavya.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40129036'}, {'Manufactured & Marketed By': 'M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",-,-,-,Panchakavya Eggs
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Mpm,"Mpm Eggs - White Leghorn, 6 pcs Carton","This is very fresh eggs collected from layer farms. These are very tender eggs. The hens are aged above 22 weeks only.
They are fed normal proteins and calcium.These are one of nature's most wholesome and cost-effective foods.
A rich source of protein, various vitamins and amino acids, it is one of the rare food items that contain diverse nutrients.
Recent studies show that eggs can prevent strokes, heart diseases and also breast cancer.
They promote healthy hair and nails now that is an incentive for every woman out there!
You can have them for breakfast, lunch, dinner and even as in-between snacks. Doctors recommend having at least one egg every day.",6 pcs Carton,pcs,6 pcs Carton,6,1,55,55,"M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056.",India,['335929260636'],-,https://datalabs.siva3.io/image/Eunimart_groceries_60000396_2-mpm-eggs-white-leghorn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000396-2_1-mpm-eggs-white-leghorn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000396-3_1-mpm-eggs-white-leghorn.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You can bake enjoyable cakes, cookies, scones etc. with eggs; try your hand over at family pasta as well.
It is twisted boiled, sunny-side up, deviled or evened.","[{'EAN Code': '335929260636'}, {'Country of origin': 'India'}, {'Manufactured & Marketed by': 'M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056.'}]","M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056.",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Mpm,"Mpm Quail Eggs, 12 pcs","Eggs are hygienically processed and securely filled for keeping these free from any contamination and impurity.
It has high dietary content, protein, smell and tastes rich.
These are one of the natures most wholesome and cost-effective foods.",12 pcs,pcs,12 pcs,12,1,70,70,"M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",India,['3359292606313'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40041960_1-mpm-quail-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40041960-2_1-mpm-quail-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40041960-3_1-mpm-quail-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40041960-4_1-mpm-quail-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40041960-5_1-mpm-quail-eggs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '3359292606313'}, {'Manufactured & Marketed By': 'M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","M.P.M JAPANESE QUAIL LAYER FARM, DOOR NO:1/255, MOONGILPALAYAM, ERODE - 638056",-,-,-,Quail Eggs
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,SKM BEST,"SKM BEST Egg White - Cube, 200 g","Best Egg White cubes are ideal for cooking and are easier to store than regular whole eggs as they are packaged and do not need to be handled with as much care.
These egg cubes taste delicious and are high in protein with no fat or cholesterol, making it ideal to have as breakfast or as part of a post workout meal.",200 g,g,200 g,1,1,65,65,"Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068 Country of origin: India",India,['40122449'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40122449_4-skm-best-egg-white-cube.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122449-2_3-skm-best-egg-white-cube.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122449-3_3-skm-best-egg-white-cube.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122449-4_3-skm-best-egg-white-cube.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40122449 Manufactured & Marketed By:Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068 Country of origin: India FSSAI Number : Best before 8 days from the date of delivery ","40122449 Manufactured & Marketed By:Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068 Country of origin: India FSSAI Number : Best before 8 days from the date of delivery For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",-,-,-,Egg Albumin Liquid & Salt
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,SKM BEST,"SKM BEST Egg White - Cube, 200 g","Best Egg White cubes are ideal for cooking and are easier to store than regular whole eggs as they are packaged and do not need to be handled with as much care.
These egg cubes taste delicious and are high in protein with no fat or cholesterol, making it ideal to have as breakfast or as part of a post workout meal.",200 g,g,200 g,1,1,65,65,"Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068 Country of origin: India ",India,['40122449'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40122449_4-skm-best-egg-white-cube.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122449-2_3-skm-best-egg-white-cube.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122449-3_3-skm-best-egg-white-cube.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122449-4_3-skm-best-egg-white-cube.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40122449 Manufactured & Marketed By:Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068 Country of origin: India FSSAI Number : Best before 8 days from the date of delivery ","40122449 Manufactured & Marketed By:Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068 Country of origin: India FSSAI Number : Best before 8 days from the date of delivery For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",-,-,-,Egg Albumin Liquid & Salt
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,SKM BEST,"SKM BEST Egg White - Liquid, 250 ml","Best Liquid Egg White is ideal for cooking and are easier to store than regular whole eggs as they are packaged and do not need to be handled with as much care.
This liquid egg white saves the effort of separating the white from the yolk and is ideal to be used for cooking and baking.
They are high in protein with no fat, cholesterol or preservatives.",250 ml,ml,250 ml,1,1,100,100,"Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068",India,['40122451'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40122451_3-skm-best-egg-white-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122451-2_2-skm-best-egg-white-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122451-3_2-skm-best-egg-white-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122451-4_2-skm-best-egg-white-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122451-5_2-skm-best-egg-white-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122451-6_2-skm-best-egg-white-liquid.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40122451'}, {'Manufactured & Marketed By': 'Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068'}, {'Country of origin': 'India'}, {'FSSAI Number': ''}]","Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068",-,-,-,Egg White
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,SKM BEST,"SKM BEST Whole Egg - Liquid, 250 ml","Best Liquid Egg is ideal for cooking and are easier to store than regular whole eggs as they are packaged and do not need to be handled with as much care.
This liquid egg is ideal to be used for cooking and baking.
They are high in protein with no added colour or preservatives.",250 ml,ml,250 ml,1,1,75,75,"Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068 Country of origin: India ",India,['40122453'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40122453_4-skm-best-whole-egg-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122453-2_5-skm-best-whole-egg-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122453-3_5-skm-best-whole-egg-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122453-4_5-skm-best-whole-egg-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122453-5_5-skm-best-whole-egg-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122453-6_5-skm-best-whole-egg-liquid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122453-7_5-skm-best-whole-egg-liquid.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40122453 Manufactured & Marketed By:Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068 Country of origin: India FSSAI Number : Best before 06-12-2021 ","40122453 Manufactured & Marketed By:Global Foods, C/O Gssfpl, No. 33, 8Th Cross, 4Th Main, Singasandra, Hosur Rd, Near Bda Park, Bangalore - 560068 Country of origin: India FSSAI Number : Best before 06-12-2021 For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",-,-,-,Natural Whole Egg
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,UPF,"UPF Healthy Brown Eggs - Large, Rich In Protein, Great For Bones, 12 pcs","The UPF Healthy Eggs (Brown) are a must-have if you are looking for a natural and protein-rich option to include in your diet. Sourced fresh from farms, from 100% vegetarian feed, these eggs are clean and nutritious. They are high in amino acids which boost the immune system and provide an energy source. You can use these eggs in a number of ways from boiling to frying and sauteeing. Make a range of food like Chinese hakka noodles to egg curry, cakes, cookies, or a simple omelette with these eggs. Explore all of UPF Healthy Eggs from White to Brown and in packs of 12 pcs and 30 pcs, only on Big Basket.",12 pcs,pcs,12 pcs,12,1,173,173,"UPF Foods LLP., #203, GV Residency, Sowripalayam, Coimbatore - 641 028. Tamil Nadu Phone - 97876 65656 Email: care@upfeggs.com",India ,['8908010372143'],['10012061000021'],https://datalabs.siva3.io/image/Eunimart_groceries_40256652_0-upf-healthy-brown-eggs-large-rich-in-protein-great-for-bones.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8908010372143'}, {'FSSAI No': '10012061000021'}, {'Manufactured & Marketed by': 'UPF Foods LLP., #203, GV Residency, Sowripalayam, Coimbatore - 641 028. Tamil Nadu Phone - 97876 65656 Email: care@upfeggs.com'}, {'Country of origin': 'India < br> Best before 11-03-2023'}, {'","UPF Foods LLP., #203, GV Residency, Sowripalayam, Coimbatore - 641 028. Tamil Nadu Phone - 97876 65656 Email: care@upfeggs.com",-,-,-,Egg
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,UPF,"UPF Healthy Brown Eggs - Large, Rich In Protein, Great For Bones, 30 pcs","Love the taste of eggs? Now go one step further with a farm-fresh variant when you buy the UPF Healthy Eggs (Brown) pack. Produced from 100% vegetarian feed in high-quality farms across India, these brown eggs are a powerhouse of taste and health. Eggs in general are known to be good for the immune system and help build muscle strength. They are great to include in your daily consumption, either boiled, fried or sauteed. Enjoy varieties of egg-based foods including egg curry, egg fried rice and more. You could also add them to your baked dishes like cakes and cookies to get a soft, fluffy consistency. Explore all of UPF Healthy Eggs from White to Brown and in packs of 12 pcs and 30 pcs, only on Big Basket.",30 pcs,pcs,30 pcs,30,1,380,380,"UPF Foods LLP., #203, GV Residency, Sowripalayam, Coimbatore - 641 028. Tamil Nadu Phone - 97876 65656 Email: care@upfeggs.com",India ,['8908010372112'],['10012061000021'],https://datalabs.siva3.io/image/Eunimart_groceries_40256654_0-upf-healthy-brown-eggs-large-rich-in-protein-great-for-bones.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8908010372112'}, {'FSSAI No': '10012061000021'}, {'Manufactured & Marketed by': 'UPF Foods LLP., #203, GV Residency, Sowripalayam, Coimbatore - 641 028. Tamil Nadu Phone - 97876 65656 Email: care@upfeggs.com'}, {'Country of origin': 'India < br> Best before 11-03-2023'}, {'","UPF Foods LLP., #203, GV Residency, Sowripalayam, Coimbatore - 641 028. Tamil Nadu Phone - 97876 65656 Email: care@upfeggs.com",-,-,-,Egg
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,UPF,"UPF Healthy Brown Eggs, 6 pcs",UPF Brown Eggs are fresh and clean eggs produced from the vegetarian feed. These are infertile. Brown eggs are the natural sources of Omega-3 fatty acids.,6 pcs,pcs,6 pcs,6,1,89,89,"UPF FOODS LLP No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu",India,['890425774538'],['12417027000083'],https://datalabs.siva3.io/image/Eunimart_groceries_40161158_2-upf-healthy-brown-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161158-2_2-upf-healthy-brown-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161158-3_2-upf-healthy-brown-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161158-4_2-upf-healthy-brown-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161158-5_1-upf-healthy-brown-eggs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Best before 20 days from the date of packing.
Can be use as omelettes, boiled eggs and in any of the dozen egg recipe.","[{'EAN Code': '890425774538'}, {'FSSAI Number': '12417027000083'}, {'Manufactured & Marketed by': 'UPF FOODS LLP No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu'}, {'Country of origin': 'India'}]","UPF FOODS LLP No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,UPF,"UPF Healthy Daily Eggs, 6 pcs","UPF Daily Eggs are fresh and clean eggs produced from the vegetarian feed. These are infertile. Eggs that make your daily life healthier.These are one of nature's most wholesome and cost-effective foods.
A rich source of protein, various vitamins and amino acids, it is one of the rare food items that contain diverse nutrients. Recent studies show that eggs can prevent strokes, heart diseases and also breast cancer. They promote healthy hair and nails now that is an incentive for every woman out there.You can have them for breakfast, lunch, dinner and even as in-between snacks. Doctors recommend having at least one egg every day.",6 pcs,pcs,6 pcs,6,1,79,79,"UPF FOODS LLP No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu",India,['40161157'],['12417027000083'],https://datalabs.siva3.io/image/Eunimart_groceries_40161157_2-upf-healthy-daily-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161157-2_2-upf-healthy-daily-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161157-3_2-upf-healthy-daily-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161157-4_2-upf-healthy-daily-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161157-5_1-upf-healthy-daily-eggs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Best before 20 days from the date of packing.
You can bake enjoyable cakes, cookies, scones etc. with eggs; try your hand over at family pasta as well.
It is twisted boiled, sunny-side up, deviled or evened.
The Indian method curry eggs can be finished in so many unique tasty ways. An egg can give you a health kick in no time at all!
It is the ideal ingredient to add to your childs breakfast for growth and development.
Eggs can be consumed in various ways like omelettes, boiled eggs, egg bhurji and in any of the dozen egg recipe.","[{'EAN Code': '40161157'}, {'FSSAI Number': '12417027000083'}, {'Manufactured & Marketed by': 'UPF FOODS LLP No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu'}, {'Country of origin': 'India'}]","UPF FOODS LLP No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,UPF,"UPF Healthy White Eggs - Daily, Large, Rich In Protein, Great For Bones, 12 pcs","The UPF Healthy Eggs (White) is great for adding to your daily grocery list. Rich in health benefits from being high in protein which is good for bones and muscle mass, to being a source of essential amino acids, known to help in the growth and repair of body tissue, eggs are perfect for including in your daily consumption. The UPF Healthy Eggs are sourced directly from farms and procured from the vegetarian feed. They can be boiled with a little sprinkle of salt and pepper or can be fried or scrambled. Alternately, you can add these to your bakes as well. Explore all of UPF Healthy Eggs from White to Brown and in packs of 12 pcs and 30 pcs, only on Big Basket.",12 pcs,pcs,12 pcs,12,1,153,153,"UPF Foods LLP., #203, GV Residency, Sowripalayam, Coimbatore - 641 028. Tamil Nadu Phone - 97876 65656 Email: care@upfeggs.com",India ,['8908010372136'],['10012061000021'],https://datalabs.siva3.io/image/Eunimart_groceries_40256651_0-upf-healthy-white-eggs-daily-large-rich-in-protein-great-for-bones.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8908010372136'}, {'FSSAI No': '10012061000021'}, {'Manufactured & Marketed by': 'UPF Foods LLP., #203, GV Residency, Sowripalayam, Coimbatore - 641 028. Tamil Nadu Phone - 97876 65656 Email: care@upfeggs.com'}, {'Country of origin': 'India < br> Best before 11-03-2023'}, {'","UPF Foods LLP., #203, GV Residency, Sowripalayam, Coimbatore - 641 028. Tamil Nadu Phone - 97876 65656 Email: care@upfeggs.com",-,-,-,Egg
